"","studyweek","Year","epiweek","yearid","week","Total_Rain","Outbreak","Salinity","Temperature","PAR","WSPD","V_east","V_north","WDIR","NVcount","Total_Rain7","PAR8","Temperature6","WSPD7","NVcount8","Total_Rain15"
"808",817,2018,31,17,9,0.01,0,27.93,17.7,54.06,"3.3","1.1499999999999999","-1.57","143.78","0",0.727142857142857,53.19875,17.3466666666667,4.31142857142857,0.5,0.849333333333333
"809",818,2018,32,17,10,0.66,0,25.66,18.84,51.67,"3.2","-0.05","-0.17","-163.61000000000001","0",0.818571428571429,53.63375,17.7983333333333,4.17714285714286,0.25,0.800666666666667
"810",819,2018,33,17,11,0.06,0,26.28,18.89,48.18,"4.45","-2.81","1.96","-55.1","1",0.298571428571429,52.4525,18.2733333333333,4.21714285714286,0.375,0.788
"811",820,2018,34,17,12,0.24,0,27.01,18.62,40.16,"3.76","-1.78","1.32","-53.44","0",0.301428571428571,52.645,18.4866666666667,4.05142857142857,0.125,0.742666666666667
"812",821,2018,35,17,13,0.19,0,27.55,17.15,42.83,"2.84","-0.71","0.23","-72.05","0",0.167142857142857,51.38625,18.44,3.74285714285714,0.125,0.749333333333333
"813",822,2018,36,17,14,1.45,0,27.34,16.9,33.44,"4.54","-0.53","0.24","-65.64","0",0.372857142857143,48.5925,18.0166666666667,3.68571428571429,0.125,0.846
"814",823,2018,37,17,15,10.8,0,29.02,12.42,23.71,"4.8600000000000003","3.6","-1.97","118.69","0",1.91571428571429,44.10625,17.1366666666667,3.85,0.125,1.51933333333333
"815",824,2018,38,17,16,8.11,0,27.99,12.96,20.78,"4.7","1.65","-0.06","92.08","0",3.07285714285714,39.35375,16.1566666666667,4.05,0.125,1.91533333333333
"816",825,2018,39,17,17,0.62,0,27.74,13.31,29.65,"3.81","-2.92","1.29","-66.17","0",3.06714285714286,36.3025,15.2266666666667,4.13714285714286,0.125,1.81466666666667
"817",826,2018,40,17,18,3.64,0,28.4,12.34,20.85,"5.37","0.39","1.18","18.29","0",3.57857142857143,32.45,14.18,4.26857142857143,0.125,2.056
"818",827,2018,41,17,19,2,0,28.32,12.16,21.1,"3.29","-1.07","0.89","-50.25","0",3.83,29.065,13.3483333333333,4.20142857142857,0,1.94266666666667
"819",828,2018,42,17,20,0,0,28.2,12.16,23.43,"1.94","-1.24","0.75","-58.83","0",3.80285714285714,26.97375,12.5583333333333,4.07285714285714,0,1.928
"820",829,2018,43,17,21,5.19,0,28.84,11.37,13.67,"4.6900000000000004","2.06","-0.98","115.44","1",4.33714285714286,23.32875,12.3833333333333,4.09428571428572,0.125,2.19866666666667
"821",830,2018,44,17,22,9.04,0,29.35,10.26,7.07,"5.72","3.86","-1.77","114.63","0",4.08571428571429,20.0325,11.9333333333333,4.21714285714286,0.125,2.80066666666667
"822",831,2018,45,17,23,1.02,0,28.41,10.59,11.93,"3.68","-0.3","0.52","-29.98","1",3.07285714285714,18.56,11.48,4.07142857142857,0.25,2.86866666666667
"823",832,2018,46,17,24,3.98,0,28.31,9.97,9.32,"4.42","1.27","0.17","82.38","0",3.55285714285714,17.1275,11.085,4.15857142857143,0.25,3.13333333333333
"824",833,2018,47,17,25,3.86,0,27.78,9.46,5.39,"4.93","2.9","-1.45","116.57","0",3.58428571428571,14.095,10.635,4.09571428571429,0.25,3.34666666666667
"825",834,2018,48,17,26,11.85,0,27.76,9.45,5.01,"5.51","2.98","-0.88","106.45","0",4.99142857142857,12.115,10.1833333333333,4.41285714285714,0.25,4.13266666666667
"826",835,2018,49,17,27,1.22,0,27.51,8.25,8.52,"3.31","0.06","0.88","3.9","1",5.16571428571429,10.5425,9.66333333333333,4.60857142857143,0.375,4.198
"827",836,2018,50,17,28,13.61,0,28.63,9.08,1.57,"8.99","6.53","-2.61","111.79","2",6.36857142857143,7.81,9.46666666666667,5.22285714285714,0.625,5.09266666666667
"828",837,2018,51,17,29,14.79,0,25.32,8.63,3.15,"8.61","5.97","-2.93","116.14","2",7.19,6.495,9.14,5.63571428571429,0.75,5.982
"829",838,2018,52,17,30,9.67,0,27.01,8.09,3.62,"6.75","4.3099999999999996","-0.63","98.32","3",8.42571428571429,6.06375,8.82666666666667,6.07428571428571,1.125,5.90666666666667
"830",839,2019,1,17,31,15.06,0,28.06,8.32,2.93,"7.33","6.36","-2.4900000000000002","111.38","7",10.0085714285714,4.93875,8.63666666666667,6.49,1.875,6.37
"831",840,2019,2,17,32,5,0,27.45,8.1,4.61,"5.53","3.09","-1.56","116.79","6",10.1714285714286,4.35,8.41166666666667,6.57571428571429,2.625,6.662
"832",841,2019,3,17,33,4.2,0,26.19,7.49,6.96,"4.12","1.38","-0.81","120.41","3",9.07857142857143,4.54625,8.285,6.37714285714286,3,6.69933333333333
"833",842,2019,4,17,34,3.91,0,27.56,7.88,7.29,"4.3899999999999997","1.17","0.56000000000000005","64.42","6",9.46285714285714,4.83125,8.085,6.53142857142857,3.75,6.82666666666667
"834",843,2019,5,17,35,1.85,0,27.65,7.64,8.39,"3.6","-0.27","0.4","-34.020000000000003","11",7.78285714285714,4.815,7.92,5.76142857142857,5,6.95
"835",844,2019,6,17,36,0.08,0,28.31,6.93,12.82,"5.0199999999999996","-0.92","1.49","-31.69","0",5.68142857142857,6.22125,7.72666666666667,5.24857142857143,4.75,6.60933333333333
"836",845,2019,7,17,37,1.02,0,28.41,6.71,8.84,"4.42","0.46","0.27","59.59","5",4.44571428571429,6.9325,7.45833333333333,4.91571428571429,5.125,6.07466666666667
"837",846,2019,8,17,38,2.12,0,28.27,6.44,17.3,"5.14","-0.18","1.02","-10.01","3",2.59714285714286,8.6425,7.18166666666667,4.60285714285714,5.125,6.148
"838",847,2019,9,17,39,0.07,0,28.56,6.78,22.88,"3.99","-1.35","1.27","-46.75","9",1.89285714285714,11.13625,7.06333333333333,4.38285714285714,5.375,5.88733333333333
"839",848,2019,10,17,40,0.09,0,28.8,6.92,25.57,"3.85","-0.13","0.61","-12.03","5",1.30571428571429,13.75625,6.90333333333333,4.34428571428572,5.25,5.636
"840",849,2019,11,17,41,0.93,0,29.12,7.57,20.81,"5.21","1.86","-0.33","100.06","6",0.88,15.4875,6.89166666666667,4.46142857142857,5.625,4.908
"841",850,2019,12,17,42,0.11,0,29.14,8.72,35.02,"3.09","-0.37","-0.09","-103.67","9",0.631428571428571,18.95375,7.19,4.38857142857143,6,4.834
"842",851,2019,13,17,43,0.5,0,28.91,9.23,35.44,"3.28","-0.47","0.39","-50.31","13",0.691428571428571,22.335,7.61,4.14,6.25,3.96
"843",852,2019,14,17,44,4.25,0,28.87,10.11,27.4,"4.96","1.58","-1.1299999999999999","125.57","4",1.15285714285714,24.1575,8.22166666666667,4.21714285714286,6.75,3.25733333333333
"844",853,2019,15,17,45,3.51,0,28.5,9.39,32.46,"5.34","1.44","-0.67","114.95","1",1.35142857142857,27.11,8.65666666666667,4.24571428571429,6.25,2.84666666666667
"845",854,2019,16,17,46,3.51,0,28.95,9.55,29.3,"5.42","1.33","-0.35","104.74","2",1.84285714285714,28.61,9.095,4.45,6.125,2.07666666666667
"846",855,2019,17,17,47,0.71,0,28.12,10.03,40.56,"6.33","-1.5","1.21","-51.11","3",1.93142857142857,30.82,9.505,4.80428571428571,5.375,1.79066666666667
"847",856,2019,18,17,48,0,0,28.84,11.38,51.58,"4.17","-1.83","0.99","-61.59","3",1.79857142857143,34.07125,9.94833333333333,4.65571428571428,5.125,1.51066666666667
"848",857,2019,19,17,49,0,0,28.65,13.04,55.24,"5.5","-3.89","2.67","-55.54","5",1.78285714285714,38.375,10.5833333333333,5,5,1.25
"849",858,2019,20,17,50,1.93,0,29.14,13.3,43.65,"4.13","0.92","-0.78","130.29","2",1.98714285714286,39.45375,11.115,5.12142857142857,4.125,1.25533333333333
"850",859,2019,21,17,51,1.24,0,28.21,13.16,50.46,"5.47","-2.16","1.89","-48.81","0",1.55714285714286,41.33125,11.7433333333333,5.19428571428571,2.5,1.33266666666667
"851",860,2019,22,17,52,0,0,28.38,14.79,61.21,"3.43","0.53","-0.41","127.72","0",1.05571428571429,45.5575,12.6166666666667,4.92142857142857,2,1.26466666666667
"852",861,2019,23,18,1,0.58,0,26.81,15.23,52.99,"4.88","0.09","-0.28999999999999998","162.76","1",0.637142857142857,48.12375,13.4833333333333,4.84428571428571,2,1.162
"853",862,2019,24,18,2,0.1,0,22.01,17.34,56.18,"4.25","-1.94","1.1000000000000001","-60.45","0",0.55,51.48375,14.4766666666667,4.54714285714286,1.75,1.164
"854",863,2019,25,18,3,0.24,0,25.86,17.27,58.52,"5.52","-1.52","1.1299999999999999","-53.37","0",0.584285714285714,53.72875,15.1816666666667,4.74,1.375,1.174
"855",864,2019,26,18,4,2.71,0,27.6,15.94,47.57,"3.74","0.5","-0.26","117.47","0",0.971428571428571,53.2275,15.6216666666667,4.48857142857143,1,1.29266666666667
"856",865,2019,27,18,5,0.8,0,26.67,15.82,46.84,"4.43","2.27","-1.93","130.37","0",0.81,52.1775,16.065,4.53142857142857,0.375,1.33866666666667
"857",866,2019,28,18,6,2.81,0,27.67,16.13,45.66,"3.73","2.9","-1.54","117.97","1",1.03428571428571,52.42875,16.2883333333333,4.28285714285714,0.25,1.49266666666667
"858",867,2019,29,18,7,1.51,0,25.01,17.54,52.16,"4.67","-0.81","-0.19","-103.2","0",1.25,52.64125,16.6733333333333,4.46,0.25,1.31
"859",868,2019,30,18,8,0.34,0,26.11,18.17,51.67,"3.79","0.08","-0.46","170.13","1",1.21571428571429,51.44875,16.8116666666667,4.30428571428571,0.375,1.09866666666667
"860",869,2019,31,18,9,2.85,0,25.94,18.59,50.47,"5.23","-0.85","0.1","-83.29","0",1.60857142857143,51.13375,17.0316666666667,4.44428571428571,0.25,1.05466666666667
"861",870,2019,32,18,10,0.63,0,25.64,19.18,47.89,"4.58","0.81","-1.57","152.71","0",1.66428571428571,50.0975,17.5716666666667,4.31,0.25,1.04933333333333
"862",871,2019,33,18,11,0.24,0,24.79,17.7,45.06,"3.42","-0.12","-0.04","-108.43","1",1.31142857142857,48.415,17.885,4.26428571428571,0.375,1.06533333333333
"863",872,2019,34,18,12,0.95,0,26.66,16.75,41.61,"4.8099999999999996","2.15","-1.58","126.31","0",1.33285714285714,47.67,17.9883333333333,4.31857142857143,0.375,1.12866666666667
"864",873,2019,35,18,13,0.02,0,26.45,17.52,40.32,"4.9400000000000004","-2.17","0.26","-83.17","0",0.934285714285714,46.855,17.985,4.49142857142857,0.375,1.00133333333333
"865",874,2019,36,18,14,0.82,0,26.99,16.41,38.8,"3.58","-1.01","-7.0000000000000007E-2","-93.96","0",0.835714285714286,45.9975,17.6916666666667,4.33571428571429,0.25,0.973333333333333
"866",875,2019,37,18,15,5.26,0,28.22,15.08,21.99,"5.22","4.51","-2.16","115.59","0",1.53857142857143,42.22625,17.1066666666667,4.54,0.25,1.324
"867",876,2019,38,18,16,6.18,0,27.94,12.99,24.86,"4.63","2.4","-1.07","114.03","2",2.01428571428571,38.875,16.075,4.45428571428571,0.375,1.69733333333333
"868",877,2019,39,18,17,3.18,0,27.03,13.91,21.02,"6.33","-0.82","1.05","-37.99","0",2.37857142857143,35.19375,15.4433333333333,4.70428571428571,0.375,1.90266666666667
"869",878,2019,40,18,18,1.61,0,27.89,13.08,22.54,"4.01","2.36","-0.24","95.81","1",2.57428571428571,32.025,14.8316666666667,4.78857142857143,0.5,1.994
"870",879,2019,41,18,19,1.99,0,27.6,11.89,19.33,"4.32","-0.66","1.05","-32.15","0",2.72285714285714,28.80875,13.8933333333333,4.71857142857143,0.375,1.946
"871",880,2019,42,18,20,6.75,0,27.99,11.58,10.5,"6.28","2.89","-1.72","120.76","0",3.68428571428571,24.92,13.0883333333333,4.91,0.375,2.34266666666667
"872",881,2019,43,18,21,4.94,0,27.83,11.16,12.92,"6.08","0.14000000000000001","0.78","10.18","0",4.27285714285714,21.495,12.435,5.26714285714286,0.375,2.48466666666667
"873",882,2019,44,18,22,0,0,28.09,10.45,17.94,"3.1","-0.83","0.97","-40.549999999999997","0",3.52142857142857,18.8875,12.0116666666667,4.96428571428571,0.375,2.384
"874",883,2019,45,18,23,0.9,0,27.61,10.16,8.56,"2.6","-0.16","0.3","-28.07","1",2.76714285714286,17.20875,11.3866666666667,4.67428571428572,0.5,2.42133333333333
"875",884,2019,46,18,24,8.85,0,28.47,10.24,6.78,"3.19","1.53","-0.68","113.96","1",3.57714285714286,14.94875,10.9133333333333,4.22571428571429,0.375,2.82133333333333
"876",885,2019,47,18,25,2.66,0,28.23,9.8,8.62,"4.82","0.95","0.21","77.540000000000006","0",3.72714285714286,13.39875,10.565,4.34142857142857,0.375,2.95666666666667
"877",886,2019,48,18,26,0.56,0,28.68,9.03,10.15,"4.8","-1.84","2.57","-35.6","1",3.52285714285714,11.85,10.14,4.41,0.375,2.978
"878",887,2019,49,18,27,2.14,0,28.59,8.51,3.93,"3.59","-0.63","0.78","-38.93","1",2.86428571428571,9.925,9.69833333333333,4.02571428571429,0.5,3.05733333333333
"879",888,2019,50,18,28,4.92,0,28.8,8.87,4.01,"4.42","2.93","-0.88","106.72","2",2.86142857142857,9.11375,9.435,3.78857142857143,0.75,3.384
"880",889,2019,51,18,29,8.95,0,28.51,8.94,2.77,"7.73","5.86","-2","108.84","0",4.14,7.845,9.23166666666667,4.45,0.75,3.926
"881",890,2019,52,18,30,2.47,0,28.09,8.21,3.68,"6.49","4.12","-1.02","103.91","2",4.36428571428571,6.0625,8.89333333333333,5.00571428571429,1,3.74
