"","studyweek","Year","epiweek","yearid","week","Total_Rain","Outbreak","Salinity","Temperature","PAR","WSPD","V_east","V_north","WDIR","NVcount","Total_Rain7","PAR8","Temperature6","WSPD7","NVcount8","Total_Rain15"
"504",513,2012,41,11,19,6.27,0,27.39,12.18,15.36,"3.52","1.46","-1.1399999999999999","127.98","3",1.08571428571429,30.80875,14.2766666666667,4.01857142857143,0.625,0.764666666666667
"505",514,2012,42,11,20,6.09,0,27.79,9.93,11.34,"5.94","2.6","-1.32","116.92","1",1.87,27.52375,13.145,4.23857142857143,0.75,0.998
"506",515,2012,43,11,21,6.65,0,27.7,9.35,8.49,"5.22","2.99","-0.91","106.93","2",2.82,24.3,12.2016666666667,4.32285714285714,0.875,1.44066666666667
"507",516,2012,44,11,22,10.82,0,26.4,9.87,6.01,"4.32","2.59","-0.78","106.76","3",4.28428571428571,19.94375,11.4066666666667,4.21857142857143,1.25,2.13266666666667
"508",517,2012,45,11,23,2.01,0,26.6,9.32,10.69,"4.7300000000000004","-0.4","0.76","-27.76","4",4.56714285714286,17.13125,10.585,4.42571428571429,1.625,2.228
"509",518,2012,46,11,24,5.51,0,27.28,8.71,4.97,"5.51","3.63","-1.46","111.91","5",5.33714285714286,13.67125,9.89333333333333,4.78428571428571,2.25,2.59533333333333
"510",519,2012,47,11,25,9.28,0,27.52,8.34,4.55,"7.94","5.6","-3.37","121.04","5",6.66142857142857,10.94625,9.25333333333333,5.31142857142857,2.875,3.2
"511",520,2012,48,11,26,10.1,0,25.27,7.71,6,"5.63","3.01","-1.29","113.2","2",7.20857142857143,8.42625,8.88333333333333,5.61285714285714,3.125,3.87266666666667
"512",521,2012,49,11,27,5.61,0,27.02,8,5.45,"5.99","2.0299999999999998","-2.48","140.69999999999999","5",7.14,7.1875,8.65833333333333,5.62,3.375,4.24466666666667
"513",522,2012,50,11,28,4.46,0,27.52,7.73,3.27,"6.43","3.39","-0.3","95.06","6",6.82714285714286,6.17875,8.30166666666667,5.79285714285714,4,4.502
"514",523,2012,51,11,29,9.7,0,28.06,7.6,2.87,"7.23","3.59","-1.18","108.2","4",6.66714285714286,5.47625,8.015,6.20857142857143,4.25,5.14866666666667
"515",524,2012,52,11,30,5.53,0,27.44,7.18,3.01,"5.63","2.68","0.36","82.35","10",7.17,5.10125,7.76,6.33714285714286,5.125,5.47933333333333
"516",525,2013,1,11,31,1.35,0,27.71,7.1,3.83,"3.75","2.48","-0.75","106.83","13",6.57571428571429,4.24375,7.55333333333333,6.08571428571429,6.25,5.56733333333333
"517",526,2013,2,11,32,8.13,0,27.78,6.77,5.89,"5.55","1.48","0.27","79.66","10",6.41142857142857,4.35875,7.39666666666667,5.74428571428571,6.875,6.10133333333333
"518",527,2013,3,11,33,0.33,0,27.64,6.41,4.98,"2.5299999999999998","0.64","0.68","43.26","9",5.01571428571429,4.4125,7.13166666666667,5.30142857142857,7.375,6.12266666666667
"519",528,2013,4,11,34,3.57,0,27.91,6.43,4.65,"4.0999999999999996","1.64","-0.7","113.11","7",4.72428571428571,4.24375,6.915,5.03142857142857,8,5.94266666666667
"520",529,2013,5,11,35,0.68,0,28.18,6.84,5.43,"3.08","-0.13","0.41","-17.59","3",4.18428571428571,4.24125,6.78833333333333,4.55285714285714,7.75,5.582
"521",530,2013,6,11,36,3.74,0,28.21,7.35,6.34,"5.99","4.3099999999999996","-2.3199999999999998","118.29","7",3.33285714285714,4.625,6.81666666666667,4.37571428571429,7.875,5.388
"522",531,2013,7,11,37,1.26,0,27.92,7.4,9.35,"3.14","1.49","-0.52","109.24","4",2.72285714285714,5.435,6.86666666666667,4.02,7.875,4.75066666666667
"523",532,2013,8,11,38,3.59,0,28.55,7.44,14.04,"6.14","1.62","-0.23","98.08","4",3.04285714285714,6.81375,6.97833333333333,4.36142857142857,7.125,4.856
"524",533,2013,9,11,39,7.47,0,28.5,7.64,7.45,"7.82","4.71","-1.76","110.49","7",2.94857142857143,7.26625,7.18333333333333,4.68571428571429,6.375,4.98666666666667
"525",534,2013,10,11,40,0.8,0,27.08,7.41,20.5,"4.3099999999999996","-1.37","1.1100000000000001","-50.98","7",3.01571428571429,9.0925,7.34666666666667,4.94,6,4.42133333333333
"526",535,2013,11,11,41,5.14,0,27.21,7.87,12.31,"5.98","4.34","-1.47","108.71","1",3.24,10.00875,7.51833333333333,5.20857142857143,5,4.09066666666667
"527",536,2013,12,11,42,4.78,0,27.33,7.69,25.59,"6.31","-0.47","0.64","-36.29","3",3.82571428571429,12.62625,7.575,5.67,4.5,4.03533333333333
"528",537,2013,13,11,43,0.08,0,26.76,8.42,34.84,"2.59","-0.42","0.39","-47.12","4",3.30285714285714,16.3025,7.745,5.18428571428572,4.625,3.74333333333333
"529",538,2013,14,11,44,3.94,0,27.13,9.49,26.93,"4.0999999999999996","1.42","-0.9","122.37","1",3.68571428571429,18.87625,8.08666666666667,5.32142857142857,3.875,3.35933333333333
"530",539,2013,15,11,45,2.69,0,27.21,8.96,32.92,"6.89","1.42","-0.39","105.36","0",3.55714285714286,21.8225,8.30666666666667,5.42857142857143,3.375,3.17
"531",540,2013,16,11,46,2.45,0,26.66,9.54,35.79,"4.49","-7.0000000000000007E-2","0.34","-11.63","2",2.84,24.54125,8.66166666666667,4.95285714285714,3.125,3.24333333333333
"532",541,2013,17,11,47,0.23,0,26.19,11.04,44.35,"4.46","-0.63","0.56999999999999995","-47.86","0",2.75857142857143,29.15375,9.19,4.97428571428571,2.25,2.71666666666667
"533",542,2013,18,11,48,0.46,0,27.16,10.41,42.86,"5.43","-2.95","2.16","-53.79","3",2.09,31.94875,9.64333333333333,4.89571428571429,1.75,2.72533333333333
"534",543,2013,19,11,49,1.62,0,27.51,13.64,48.89,"3.04","0.27","-0.28000000000000003","136.04","0",1.63857142857143,36.52125,10.5133333333333,4.42857142857143,1.625,2.59533333333333
"535",544,2013,20,11,50,3,0,27.41,11.59,36.09,"4.63","2.5299999999999998","-2","128.33000000000001","0",2.05571428571429,37.83375,10.8633333333333,4.72,1.25,2.75
"536",545,2013,21,11,51,3.62,0,23.78,13.35,45.94,"4.3099999999999996","0.3","-0.06","101.31","0",2.01,39.22125,11.595,4.75,0.75,2.742
"537",546,2013,22,11,52,4.88,0,26.37,12.03,33.39,"4.97","2.9","-2.13","126.3","0",2.32285714285714,40.02875,12.01,4.47571428571429,0.625,2.98333333333333
"538",547,2013,23,12,1,0.16,0,21.46,15.56,55.25,"4.5199999999999996","-1.66","1.61","-45.88","2",1.99571428571429,42.82,12.7633333333333,4.48,0.875,2.75466666666667
"539",548,2013,24,12,2,0.84,0,23.34,15.44,53.6,"4.45","-0.11","-0.23","-154.44","0",2.08285714285714,45.04625,13.6016666666667,4.47857142857143,0.625,2.31266666666667
"540",549,2013,25,12,3,1.87,0,21.77,17.01,45.37,"4.13","0.14000000000000001","7.0000000000000007E-2","63.43","0",2.28428571428571,45.17375,14.1633333333333,4.29285714285714,0.625,2.384
"541",550,2013,26,12,4,5.24,0,24.07,15.33,33.01,"4.09","2.39","-1.52","122.46","1",2.80142857142857,43.9425,14.7866666666667,4.44285714285714,0.375,2.39066666666667
"542",551,2013,27,12,5,0,0,21.37,19.67,60.71,"4.46","-2.29","2.14","-46.94","1",2.37285714285714,45.42,15.84,4.41857142857143,0.5,2.072
"543",552,2013,28,12,6,0.02,0,23.44,17.8,59.44,"4.42","-2.38","1.91","-51.25","2",1.85857142857143,48.33875,16.8016666666667,4.43428571428571,0.75,2.068
"544",553,2013,29,12,7,0.05,0,24.63,18.55,56.32,"4.25","-1.58","1.17","-53.48","0",1.16857142857143,49.63625,17.3,4.33142857142857,0.75,1.80866666666667
"545",554,2013,30,12,8,0,0,24.65,19.55,57.92,"4.55","-2.12","2.46","-40.75","1",1.14571428571429,52.7025,17.985,4.33571428571429,0.875,1.62933333333333
"546",555,2013,31,12,9,0.19,0,26.15,18.49,50.34,"3.73","1.1200000000000001","-1.05","133.15","0",1.05285714285714,52.08875,18.2316666666667,4.23285714285714,0.625,1.47866666666667
"547",556,2013,32,12,10,0.01,0,23.38,19.41,52.26,"3.62","-1.43","1.98","-35.840000000000003","1",0.787142857142857,51.92125,18.9116666666667,4.16,0.75,1.464
"548",557,2013,33,12,11,1.38,0,25.43,18.31,31.33,"3.91","1.1299999999999999","-1.96","150.04","1",0.235714285714286,50.16625,18.685,4.13428571428571,0.875,1.52533333333333
"549",558,2013,34,12,12,0.29,0,25.44,16.38,39.19,"4.2","1.91","-2.08","137.44","0",0.277142857142857,50.93875,18.4483333333333,4.09714285714286,0.75,1.43666666666667
"550",559,2013,35,12,13,5.23,0,25.23,15.86,28.06,"4.1500000000000004","1.95","-1.22","122.03","0",1.02142857142857,46.8575,18,4.05857142857143,0.625,1.58533333333333
"551",560,2013,36,12,14,0.9,0,24.55,17.08,33.22,"3.12","-0.75","0.62","-50.42","0",1.14285714285714,43.58,17.5883333333333,3.89714285714286,0.375,1.404
"552",561,2013,37,12,15,0,0,25.99,17.39,37.29,"2.74","-1.1100000000000001","0.39","-70.64","0",1.14285714285714,41.20125,17.405,3.63857142857143,0.375,1.07866666666667
"553",562,2013,38,12,16,5.25,0,26.24,14.87,23.91,"3.7","0.33","-1.24","165.1","1",1.86571428571429,36.95,16.6483333333333,3.63428571428571,0.375,1.418
"554",563,2013,39,12,17,8.36,0,27.38,12.52,20.77,"6.36","1.78","-1.49","129.93","0",3.05857142857143,33.25375,15.6833333333333,4.02571428571428,0.375,1.91933333333333
"555",564,2013,40,12,18,7.5,0,27.48,11.34,13.68,"6.55","3.71","-3.75","135.31","1",3.93285714285714,28.43125,14.8433333333333,4.40285714285714,0.375,2.29466666666667
"556",565,2013,41,12,19,1.04,0,26.53,11.75,20.47,"4.6100000000000003","-0.64","1.32","-25.87","0",4.04,27.07375,14.1583333333333,4.46142857142857,0.25,2.01466666666667
"557",566,2013,42,12,20,0.01,0,26.44,11.87,18.61,"2.41","-1.26","1.57","-38.75","0",3.29428571428571,24.50125,13.29,4.21285714285714,0.25,2.01533333333333
"558",567,2013,43,12,21,0.27,0,26.71,11.26,13.11,"2.15","-1.21","0.95","-51.86","0",3.20428571428571,22.6325,12.2683333333333,4.07428571428571,0.25,2.032
"559",568,2013,44,12,22,6.45,0,27.27,10.87,11.12,"5.19","-0.32","0.74","-23.39","1",4.12571428571429,19.87,11.6016666666667,4.42428571428571,0.375,2.45866666666667
"560",569,2013,45,12,23,5.49,0,27.54,9.92,8.06,"4.8499999999999996","1.8","0","90","5",4.16,16.21625,11.1683333333333,4.58857142857143,1,2.82466666666667
"561",570,2013,46,12,24,2.17,0,27.26,9.95,8.34,"5.29","-0.1","1.1200000000000001","-5.0999999999999996","2",3.27571428571429,14.27,10.9366666666667,4.43571428571429,1.125,2.95666666666667
"562",571,2013,47,12,25,1.43,0,27.8,9.03,9.06,"4.17","-1.1499999999999999","1.82","-32.29","3",2.40857142857143,12.80625,10.4833333333333,4.09571428571429,1.5,3.05133333333333
"563",572,2013,48,12,26,1.69,0,27.79,8.65,5.74,"2.69","0.91","-0.24","104.77","2",2.50142857142857,11.81375,9.94666666666667,3.82142857142857,1.625,3.072
"564",573,2013,49,12,27,0.28,0,28.48,7.81,7.87,"5.49","0.22","1.1599999999999999","10.74","5",2.54,10.23875,9.37166666666667,4.26142857142857,2.25,3.07133333333333
"565",574,2013,50,12,28,1.61,0,28.7,7.37,2.34,"5.1100000000000003","3.12","-1.83","120.39","9",2.73142857142857,8.205,8.78833333333333,4.68428571428571,3.375,2.83
"566",575,2013,51,12,29,1.28,0,28.8,7.84,3.5,"5.52","1.78","-0.39","102.36","6",1.99285714285714,7.00375,8.44166666666666,4.73142857142857,4.125,2.85533333333333
"567",576,2013,52,12,30,1.45,0,28.26,7.62,4.28,"4.74","1.61","-0.43","104.95","12",1.41571428571429,6.14875,8.05333333333333,4.71571428571429,5.5,2.952
"568",577,2014,1,12,31,2.21,0,28.48,8.09,4.95,"5.94","0.41","0.81","26.85","14",1.42142857142857,5.76,7.89666666666667,4.80857142857143,6.625,2.74933333333333
"569",578,2014,2,12,32,11.92,0,27.91,7.35,3.23,"6.01","2.06","-1.52","126.42","13",2.92,5.12125,7.68,5.07142857142857,8,2.98666666666667
"570",579,2014,3,12,33,0.34,0,26.46,7.28,5.34,"3.18","-0.12","0.63","-10.78","8",2.72714285714286,4.65625,7.59166666666667,5.14142857142857,8.625,2.50933333333333
"571",580,2014,4,12,34,0,0.43,27.73,7.39,7.83,"2.62","-1.2","1.27","-43.38","5",2.68714285714286,4.9175,7.595,4.73142857142857,9,2.44
"572",581,2014,5,12,35,1.72,1,27.93,7.28,7.68,"3.17","-0.32","0.66","-25.87","10",2.70285714285714,4.89375,7.50166666666667,4.45428571428571,9.625,2.554
"573",582,2014,6,12,36,0.02,0.71,28.52,6.8,15.22,"4.4000000000000004","0.52","0.94","28.95","4",2.52285714285714,6.50375,7.365,4.29428571428571,9,2.53733333333333
"574",583,2014,7,12,37,10.44,0,28.21,7.12,10.17,"6.37","2.8","-2.2999999999999998","129.4","6",3.80714285714286,7.3375,7.20333333333333,4.52714285714286,9,2.80333333333333
"575",584,2014,8,12,38,7.18,0,27.76,7.22,12.35,"6.13","0.5","-1.1000000000000001","155.56","7",4.51714285714286,8.34625,7.18166666666667,4.55428571428571,8.375,2.916
"576",585,2014,9,12,39,0.93,0,27.02,6.5,13.88,"3.05","0.14000000000000001","0.64","12.34","12",2.94714285714286,9.4625,7.05166666666667,4.13142857142857,8.125,2.83333333333333
"577",586,2014,10,12,40,10.41,0,26.45,6.96,8.73,"5.45","2.23","-0.32","98.17","10",4.38571428571429,10.15,6.98,4.45571428571429,7.75,3.432
"578",587,2014,11,12,41,4.05,0,26.81,7.67,20.2,"4.55","0.83","-7.0000000000000007E-2","94.82","6",4.96428571428571,12.0075,7.045,4.73142857142857,7.5,3.58933333333333
"579",588,2014,12,12,42,1.54,0,27.7,7.38,23.17,"6.18","-0.19","0.48","-21.6","2",4.93857142857143,13.925,7.14166666666667,5.16142857142857,7.125,3.67333333333333
"580",589,2014,13,12,43,7.56,0,26.72,8.05,22.87,"4.59","2.12","-1.66","128.06","13",6.01571428571429,15.82375,7.29666666666667,5.18857142857143,7.5,4.07
"581",590,2014,14,12,44,1.69,0,25.67,8.12,28.72,"5.25","1.72","-1.86","137.24","4",4.76571428571429,17.51125,7.44666666666667,5.02857142857143,7.5,4.09733333333333
"582",591,2014,15,12,45,0.27,0,26.93,9.17,31.7,"4.1399999999999997","-0.16","0.12","-53.13","7",3.77857142857143,20.2025,7.89166666666667,4.74428571428571,7.625,4.01866666666667
"583",592,2014,16,12,46,3.83,0,27.32,9.55,29.36,"5.5","1.04","-1.04","135","4",4.19285714285714,22.32875,8.32333333333333,5.09428571428571,7.25,4.12666666666667
"584",593,2014,17,12,47,3.62,0,27.87,9.21,35.02,"5.53","1.42","-2.57","151.08000000000001","2",3.22285714285714,24.97125,8.58,5.10571428571429,6,3.57333333333333
"585",594,2014,18,12,48,1.89,0,26.47,10.66,39,"4.0599999999999996","0.66","-1.56","157.07","4",2.91428571428571,28.755,9.12666666666667,5.03571428571429,5.25,3.67666666666667
"586",595,2014,19,12,49,2.49,0,27.12,11.01,43.03,"4.1900000000000004","1.67","-1.37","129.36000000000001","3",3.05,31.60875,9.62,4.75142857142857,4.875,3.84266666666667
"587",596,2014,20,12,50,0.15,0,24.65,13.67,49.5,"3.63","0.14000000000000001","-0.54","165.47","4",1.99142857142857,34.9,10.545,4.61428571428571,5.125,3.738
"588",597,2014,21,12,51,1.03,0,26.27,14.21,40.76,"3.55","0.77","-0.5","123","1",1.89714285714286,37.13625,11.385,4.37142857142857,3.625,3.80533333333333
"589",598,2014,22,12,52,1.51,0,22.71,14.99,48.6,"4.26","-0.12","0.91","-7.51","0",2.07428571428571,39.62125,12.2916666666667,4.38857142857143,3.125,3.21
"590",599,2014,23,13,1,0,0,23.88,16.23,61.11,"5.66","-1.79","2.94","-31.33","3",1.52714285714286,43.2975,13.4616666666667,4.41142857142857,2.625,2.73133333333333
"591",600,2014,24,13,2,0.82,0,25.31,16.49,46.22,"4.49","0.72","0.88","39.29","2",1.12714285714286,45.405,14.4333333333333,4.26285714285714,2.375,2.724
"592",601,2014,25,13,3,0.64,0,23.85,15.18,48.49,"5.18","1.19","-1.32","137.96","2",0.948571428571429,47.08875,15.1283333333333,4.42285714285714,2.375,2.07266666666667
"593",602,2014,26,13,4,2,0,22.24,16.46,46.67,"4.75","0.74","-1.39","151.97","2",0.878571428571428,48.0475,15.5933333333333,4.50285714285714,2.125,1.936
"594",603,2014,27,13,5,1.02,0,24.14,16.04,48.25,"4.04","0.94","-1.19","141.69","0",1.00285714285714,48.7,15.8983333333333,4.56142857142857,1.75,1.90133333333333
"595",604,2014,28,13,6,0.47,0,23.53,17.96,57,"4.7699999999999996","-1.22","1.95","-32.03","0",0.922857142857143,49.6375,16.3933333333333,4.73571428571429,1.25,1.42866666666667
"596",605,2014,29,13,7,0.11,0,24.72,18.85,53.7,"5.03","0.44","1.53","16.04","1",0.722857142857143,51.255,16.83,4.84571428571429,1.25,1.32333333333333
"597",606,2014,30,13,8,2.42,0,26.26,17.11,40.25,"4.0199999999999996","0.89","-1.33","146.21","0",1.06857142857143,50.21125,16.9333333333333,4.61142857142857,1.25,1.46666666666667
"598",607,2014,31,13,9,0,0,22.85,19.33,56.24,"3.65","-1","1.73","-30.03","0",0.951428571428571,49.6025,17.625,4.49142857142857,0.875,1.21133333333333
"599",608,2014,32,13,10,0,0,25.33,20.27,53.68,"4","-0.44","1.62","-15.2","0",0.86,50.535,18.26,4.32285714285714,0.625,0.97
"600",609,2014,33,13,11,1.82,0,25.44,19.07,37.99,"3.72","-0.49","0.44","-48.08","0",0.834285714285714,49.2225,18.765,4.17571428571429,0.375,0.965333333333333
"601",610,2014,34,13,12,0,0,25.19,19.64,47,"3.97","-0.38","1.59","-13.44","2",0.688571428571429,49.26375,19.045,4.16571428571429,0.375,0.799333333333333
"602",611,2014,35,13,13,0.58,0,26.43,19.03,38.57,"3.9","0.55000000000000004","0.74","36.619999999999997","0",0.704285714285714,48.05375,19.075,4.04142857142857,0.375,0.828
"603",612,2014,36,13,14,1.48,0,26.7,16.46,33.94,"4.49","-1.06","1.62","-33.200000000000003","1",0.9,45.17125,18.9666666666667,3.96428571428571,0.5,0.858
"604",613,2014,37,13,15,0,0,27.19,16.78,39.58,"3.6","-0.46","1.63","-15.76","1",0.554285714285714,43.40625,18.5416666666667,3.90428571428572,0.5,0.757333333333333
"605",614,2014,38,13,16,0.53,0,27.37,16.1,29.03,"3.06","0.33","-0.44","143.13","1",0.63,42.00375,17.8466666666667,3.82,0.625,0.792666666666667
"606",615,2014,39,13,17,5.03,0,28.41,13.47,20.31,"4.96","1.53","-2.79","151.26","1",1.34857142857143,37.5125,16.9133333333333,3.95714285714286,0.75,1.07333333333333
"607",616,2014,40,13,18,0.76,0,26.61,14.03,19.62,"3.39","-0.39","0.19","-64.03","0",1.19714285714286,33.255,15.9783333333333,3.91,0.75,1.08133333333333
"608",617,2014,41,13,19,1.21,0,27.33,14.49,19.75,"2.73","-0.03","0.17","-10.01","0",1.37,30.975,15.2216666666667,3.73285714285714,0.75,1.02866666666667
"609",618,2014,42,13,20,6.15,0,28.77,11.83,7.26,"6.74","4.7699999999999996","-2.75","119.96","0",2.16571428571429,26.0075,14.45,4.13857142857143,0.5,1.37066666666667
"610",619,2014,43,13,21,17.15,0,28.02,11.32,8.11,"5.79","3.46","-2.52","126.07","1",4.40428571428571,22.2,13.54,4.32428571428571,0.625,2.48266666666667
"611",620,2014,44,13,22,6.8,0,26.25,11.48,10.46,"5.92","2.77","-1.51","118.6","0",5.37571428571429,19.265,12.77,4.65571428571429,0.5,2.92866666666667
"612",621,2014,45,13,23,6.15,0,25.3,11.31,7.09,"5.74","3.63","-1.8","116.38","0",6.17857142857143,15.20375,12.41,5.03857142857143,0.375,3.17733333333333
"613",622,2014,46,13,24,0.08,0,24.85,10,13.77,"4.12","0.23","0.56000000000000005","22.33","0",5.47142857142857,13.29625,11.7383333333333,4.91857142857143,0.25,3.18266666666667
"614",623,2014,47,13,25,5.02,0,24.84,9.06,8.13,"3.96","1.01","-0.24","103.37","0",6.08,11.77375,10.8333333333333,5,0.125,3.51733333333333
"615",624,2014,48,13,26,8.59,0,26.41,9.6,5.1,"6.52","1.37","0.02","89.16","0",7.13428571428571,9.95875,10.4616666666667,5.54142857142857,0.125,3.96866666666667
"616",625,2014,49,13,27,2.5,0,25.83,8.38,6.09,"3.37","0.21","0.7","16.7","3",6.61285714285714,8.25125,9.97166666666667,5.06,0.5,4.13533333333333
"617",626,2014,50,13,28,18.41,0,25.62,9.72,3.81,"6.85","4.3600000000000003","-2.4700000000000002","119.53","1",6.79285714285714,7.82,9.67833333333333,5.21142857142857,0.625,5.324
"618",627,2014,51,13,29,6.77,0,24.94,8.89,2.98,"5.75","4.43","-1.97","113.97","1",6.78857142857143,7.17875,9.275,5.18714285714286,0.625,5.67666666666667
"619",628,2014,52,13,30,2.3,0,25.73,8.58,5.18,"4.55","1.54","0.33","77.91","1",6.23857142857143,6.51875,9.03833333333333,5.01714285714286,0.75,5.83
"620",629,2014,53,13,31,0.22,0,26.53,8,8.5,"4.3","-1.94","2.36","-39.42","2",6.25857142857143,6.695,8.86166666666667,5.04285714285714,1,5.80933333333333
"621",630,2015,1,13,32,5.83,0,25.72,8.43,3.35,"3.68","0.68","0.53","52.07","5",6.37428571428571,5.3925,8.66666666666667,5.00285714285714,1.625,5.86266666666667
"622",631,2015,2,13,33,5.21,0,25.38,8.24,5.51,"3.81","1.19","-0.26","102.32","2",5.89142857142857,5.065,8.64333333333333,4.61571428571429,1.875,6.15933333333333
"623",632,2015,3,13,34,4.42,0,25.92,8.69,4.94,"4.66","3.16","-1.93","121.41","1",6.16571428571429,5.045,8.47166666666667,4.8,2,6.37333333333333
"624",633,2015,4,13,35,0.37,0,25.39,8.86,9.01,"3.58","0.56999999999999995","-0.14000000000000001","103.8","0",3.58857142857143,5.41,8.46666666666667,4.33285714285714,1.625,5.988
"625",634,2015,5,13,36,13.01,0,25.58,9.04,6.31,"5.85","4.71","-2.59","118.81","2",4.48,5.7225,8.54333333333333,4.34714285714286,1.75,5.712
"626",635,2015,6,13,37,6.34,0,24.19,9.2,8.3,"4.45","1.82","-1.04","119.74","2",5.05714285714286,6.3875,8.74333333333333,4.33285714285714,1.875,5.68133333333333
"627",636,2015,7,13,38,0.14,0,24.89,8.9,17.45,"3.56","-2.0099999999999998","1.1599999999999999","-60.01","4",5.04571428571428,7.92125,8.82166666666667,4.22714285714286,2.25,5.28066666666667
"628",637,2015,8,13,39,2.82,0,25.94,8.76,17.9,"2.9","-0.27","0.77","-19.32","3",4.61571428571428,9.09625,8.90833333333333,4.11571428571428,2.375,5.46333333333333
"629",638,2015,9,13,40,0.37,0,26,8.81,22.88,"2.6","-0.95","0.95","-45","3",3.92428571428571,11.5375,8.92833333333333,3.94285714285714,2.125,5.15333333333333
"630",639,2015,10,13,41,2.78,0,26.6,9.39,19.13,"4.3099999999999996","2.16","-0.97","114.18","5",3.69,13.24,9.01666666666667,3.89285714285714,2.5,4.766
"631",640,2015,11,13,42,5.88,0,27.54,9.46,17.03,"4.95","1.34","-0.3","102.62","3",4.47714285714286,14.75125,9.08666666666667,4.08857142857143,2.75,4.99133333333333
"632",641,2015,12,13,43,5.13,0,27.37,9.82,18.73,"5.51","3.95","-2.19","119.01","1",3.35142857142857,15.96625,9.19,4.04,2.875,4.106
"633",642,2015,13,13,44,5,0,26.28,9.89,24.38,"6.08","2.94","-1.41","115.62","1",3.16,18.225,9.355,4.27285714285714,2.75,3.988
"634",643,2015,14,13,45,0.5,0,25.79,10.26,37.14,"4.13","0.31","-0.33","136.79","2",3.21142857142857,21.83,9.605,4.35428571428571,2.75,3.868
"635",644,2015,15,13,46,0.63,0,25.41,10.83,35.49,"5.31","-0.14000000000000001","0.32","-23.63","1",2.89857142857143,24.085,9.94166666666667,4.69857142857143,2.375,3.89533333333333
"636",645,2015,16,13,47,3.4,0,25.68,11.7,38.39,"4.8","-0.65","0.52","-51.34","6",3.33142857142857,26.64625,10.3266666666667,5.01285714285714,2.75,3.73333333333333
"637",646,2015,17,13,48,0.67,0,26.78,11.52,34.39,"5.65","2.23","-1.44","122.85","2",3.03,28.085,10.67,5.20428571428571,2.625,3.43066666666667
"638",647,2015,18,13,49,0.25,0,25.47,12.87,49.73,"3.58","-0.87","0.19","-77.680000000000007","8",2.22571428571429,31.91,11.1783333333333,5.00857142857143,3,3.15266666666667
"639",648,2015,19,13,50,0.54,0,25.56,14.6,49.46,"3.48","-0.48","0.14000000000000001","-73.739999999999995","2",1.57,35.96375,11.9633333333333,4.71857142857143,2.875,3.164
"640",649,2015,20,13,51,0,0,24.98,16.26,54.79,"4.0199999999999996","-1.02","0.54","-62.1","2",0.855714285714286,40.47125,12.9633333333333,4.42428571428571,3,2.29666666666667
"641",650,2015,21,13,52,0,0,25.28,17.02,58.87,"3.89","-0.52","0.52","-45","0",0.784285714285714,44.7825,13.995,4.39,2.875,1.874
"642",651,2015,22,13,53,1.69,0,24.72,17.09,47.81,"3.91","0.24","-0.04","99.46","2",0.935714285714286,46.11625,14.8933333333333,4.19,2.875,1.97733333333333
"643",652,2015,23,14,1,0,0,23.91,18.15,62.07,"6.75","-4.7","3.76","-51.34","0",0.45,49.43875,15.9983333333333,4.46857142857143,2.75,1.78933333333333
"644",653,2015,24,14,2,0.27,0,26.37,16.6,56.42,"3.77","-1.74","1.05","-58.89","1",0.392857142857143,51.6925,16.62,4.2,2.125,1.78266666666667
"645",654,2015,25,14,3,0.09,0,24.72,17.91,54.4,"4.3899999999999997","-0.81","0.43","-62.04","1",0.37,54.19375,17.1716666666667,4.31571428571429,2,1.60333333333333
"646",655,2015,26,14,4,0.05,0,25.15,19.77,57.96,"6.28","-4","3.1","-52.22","1",0.3,55.2225,17.7566666666667,4.71571428571429,1.125,1.21466666666667
"647",656,2015,27,14,5,1.12,0,27.17,16.74,50.37,"4","1.0900000000000001","-1.27","139.36000000000001","1",0.46,55.33625,17.71,4.71285714285714,1,0.947333333333333
"648",657,2015,28,14,6,1.13,0,26.36,16.43,54.06,"5.46","-2.4300000000000002","1.57","-57.13","0",0.621428571428571,55.245,17.6,4.93714285714286,0.75,0.689333333333333
"649",658,2015,29,14,7,1.14,0,26.87,17.37,49.23,"4.47","0.35","-0.06","99.73","4",0.542857142857143,54.04,17.47,5.01714285714286,1.25,0.732
"650",659,2015,30,14,8,0.75,0,26.86,18.23,54.7,"3.43","-1.65","1.01","-58.53","2",0.65,54.90125,17.7416666666667,4.54285714285714,1.25,0.74
"651",660,2015,31,14,9,1.12,0,27.09,18.8,42.69,"4.0199999999999996","-0.94","0.98","-43.81","1",0.771428571428571,52.47875,17.89,4.57857142857143,1.375,0.588
"652",661,2015,32,14,10,0.17,0,26.92,18.41,46.29,"4.55","-0.52","0.37","-54.57","0",0.782857142857143,51.2125,17.6633333333333,4.60142857142857,1.25,0.554666666666667
"653",662,2015,33,14,11,0.04,0,27.46,17.94,48.73,"5.23","-3.03","2.65","-48.83","3",0.781428571428571,50.50375,17.8633333333333,4.45142857142857,1.5,0.540666666666667
"654",663,2015,34,14,12,3.69,0,27.97,17.79,38.92,"3.79","1.1399999999999999","-0.59","117.36","0",1.14857142857143,48.12375,18.09,4.42142857142857,1.375,0.750666666666667
"655",664,2015,35,14,13,3.29,0,28.73,12.48,24.33,"4.99","1.83","-1.73","133.38999999999999","2",1.45714285714286,44.86875,17.275,4.35428571428571,1.5,0.97
