,Year,epiweek,Total_Rain,Total_Precip,Total_Snow,Outbreak,Salinity,Temperature,PAR,outbreak,WSPD,GSPD,V_east,V_north,WDIR,NVcount
244,2007,34,0.83,0.83,0,0,25.19,17.58,39.82,0,3.66,4.48,-0.13,0.25,-27.47,1
245,2007,35,0.77,0.77,0,0,25.48,18.05,36.81,0,3.54,4.34,-1.16,0.8,-55.41,1
246,2007,36,2.66,2.66,0,0,25.8,17.82,31.71,0,4.86,5.85,-2.46,2.04,-50.33,0
247,2007,37,0.12,0.12,0,0,26.47,17.08,38.81,0,3.61,4.32,-1.57,0.88,-60.73,1
248,2007,38,1.58,1.58,0,0,27.19,14.76,26.3,0,4.71,5.77,-1.42,1.07,-53,0
249,2007,39,7,7,0,0,27.16,13.69,22.08,0,5.59,6.75,1.57,-0.72,114.64,0
250,2007,40,8.75,8.75,0,0,27.23,11.75,15.16,0,5.73,7.05,3.2,-1.04,108,1
251,2007,41,5.19,5.19,0,0,27.02,11.44,18.62,0,4.97,6.12,1.3,-0.71,118.64,2
252,2007,42,7.86,7.86,0,0,27.43,10.67,9.3,0,6.32,7.74,4.85,-2.68,118.92,2
253,2007,43,1.74,1.74,0,0,27.44,10.73,13.46,0,6.35,7.71,1.93,-0.22,96.5,0
254,2007,44,1.17,1.17,0,0,26.87,9.91,9.29,0,5.1,6.25,1.9,-0.31,99.27,3
255,2007,45,6.44,6.44,0,0,27.54,10.15,8.67,0,5.16,6.33,2.54,-1.45,119.72,1
256,2007,46,11.95,11.95,0,0,27.1,9.77,6.4,0,7.49,9.33,4.97,-3.16,122.45,1
257,2007,47,1.02,1.02,0,0,26.75,8.74,9.38,0,3.29,4.22,-0.28,1,-15.64,3
258,2007,48,4.18,6.43,2.26,0,27.09,8.42,5.69,0,4.92,6.13,0.64,1.16,28.89,2
259,2007,49,9.29,10.51,1.22,0,26.61,8.24,6.42,0,5.86,7.25,1.15,0.32,74.45,4
260,2007,50,3.94,4.02,0.07,0,26.95,7.27,3.09,0,5.19,6.42,3.65,-1.16,107.63,10
261,2007,51,8.92,8.97,0.05,0,27.57,7.82,3.78,0,8.55,10.57,4.67,-2.25,115.72,13
262,2007,52,4.85,4.91,0.06,0,27.89,7.67,3.35,0,6.57,8.17,3.24,-0.6,100.49,6
263,2008,1,12.62,12.71,0.09,0,27.85,7.86,1.83,0,10.36,12.9,8.65,-5.09,120.47,11
264,2008,2,8.84,9.48,0.64,0,28.34,7.64,3.8,0,8.13,9.98,6.61,-2.89,113.62,6
265,2008,3,4.14,4.25,0.11,0,28.37,7.43,4.11,0,5.84,7.31,2.51,-0.09,92.05,9
266,2008,4,0.14,0.29,0.14,0,27.91,6.66,9.95,0,3.94,4.99,-0.08,0.43,-10.54,13
267,2008,5,1.42,2.23,0.81,0,28.58,6.92,9.41,0,4.98,6.25,2.53,-0.55,102.26,12
268,2008,6,4.8,4.98,0.18,0,28.5,7.03,7.42,0,5.98,7.4,1.22,0.02,89.06,15
269,2008,7,1.92,1.92,0,0,28.79,7.23,10.51,0,5.43,6.6,2.1,-0.14,93.81,11
270,2008,8,0.31,0.31,0,0,28.59,7.48,16.86,0,3.01,3.85,0.12,0.1,50.19,12
271,2008,9,1.08,1.08,0,0,28.13,7.7,16.62,0,4.16,5.08,1.27,-0.86,124.1,9
272,2008,10,1.76,1.76,0,0,28.48,8.15,18.34,0,4.43,5.45,0.75,0.11,81.66,7
273,2008,11,3.87,3.87,0,0,27.76,8.17,18.23,0,4.73,5.83,1.59,-0.99,121.91,5
274,2008,12,2.47,2.47,0,0,28.03,8.09,20.05,0,6.25,7.64,3.41,-1.89,119,5
275,2008,13,2.81,3.46,0.65,0,28.7,8.28,21.8,0,6.03,7.48,2.65,-2.52,133.56,6
276,2008,14,1.61,1.61,0,0,27.87,8.46,32.62,0,4.25,5.22,-0.68,0.35,-62.76,10
277,2008,15,1.92,1.92,0,0,28.06,8.63,30.94,0,4.8,5.89,3.07,-1.49,115.89,6
278,2008,16,0.57,1.51,0.94,0,28.02,9.41,36.57,0,4.97,6.18,-2.6,2.03,-52.02,9
279,2008,17,0.84,0.84,0,0,28.01,8.93,43.32,0,3.66,4.6,-0.15,-0.15,-135,6
280,2008,18,2.44,2.44,0,0,28.43,9.71,34.06,0,4.7,5.76,1.18,-0.89,127.02,1
281,2008,19,0.19,0.19,0,0,28.48,11.22,47.42,0,4.58,5.55,-0.68,1.01,-33.95,3
282,2008,20,1.92,1.92,0,0,28.83,12.43,40.56,0,4.1,4.96,0.35,-0.16,114.57,1
283,2008,21,0.43,0.43,0,0,29.31,12.83,45.96,0,5.63,6.78,-1.33,0.98,-53.62,1
284,2008,22,1.17,1.17,0,0,28.84,14.66,45.94,0,3.33,4.04,0.7,-0.86,140.86,1
285,2008,23,3.04,3.04,0,0,26.21,14.96,42.08,0,5.2,6.27,1.9,-1.64,130.8,1
286,2008,24,3.2,3.2,0,0,25.09,15.2,44.25,0,5.32,6.43,0.22,0.22,45,3
287,2008,25,0.35,0.35,0,0,24.1,16.51,47.27,0,4.07,4.97,0.18,-0.03,99.46,2
288,2008,26,0.09,0.09,0,0,25.54,16.77,55.9,0,4.12,4.99,0.43,-0.27,122.12,0
289,2008,27,0.32,0.32,0,0,24.23,17.44,50.56,0,4.69,5.64,1.49,-1.82,140.69,3
290,2008,28,0,0,0,0,20.84,17.06,58.52,0,4.48,5.4,-2.5,1.53,-58.53,0
291,2008,29,0,0,0,0,23.22,18.76,56.46,0,4.11,4.97,-2.36,1.8,-52.67,0
292,2008,30,0.56,0.56,0,0,25.5,17.84,52.75,0,4.14,4.96,0.57,-0.89,147.36,1
293,2008,31,2.97,2.97,0,0,25.91,16.26,35.18,0,5.14,6.24,1.26,-1.06,130.07,3
294,2008,32,0.24,0.24,0,0,23.72,17.39,50.24,0,5.43,6.4,-0.72,-0.55,-127.38,0
295,2008,33,0.07,0.07,0,0,26.3,17.94,42.97,0,4.1,4.88,-1.46,0.41,-74.31,1
296,2008,34,3.69,3.69,0,0,27.67,15.96,31.74,0,5.31,6.29,3.34,-2.48,126.59,0
297,2008,35,2.96,2.96,0,0,27.13,14.36,29.86,0,5.93,7.18,1.46,-0.43,106.41,0
298,2008,36,0.06,0.06,0,0,25.47,15.96,40.41,0,3.98,4.8,-0.95,0.4,-67.17,1
299,2008,37,0,0,0,0,27.05,16.68,39.64,0,5.54,6.61,-4.21,3.05,-54.08,2
300,2008,38,0.24,0.24,0,0,27.28,15.44,29.8,0,3.32,4.01,-1.03,0.31,-73.25,0
301,2008,39,3.08,3.08,0,0,27.74,14.37,22.18,0,5.08,6.18,1.43,-0.51,109.63,0
302,2008,40,6.47,6.47,0,0,27.42,12.91,19.87,0,3.93,4.77,1.31,-0.64,116.04,0
303,2008,41,1.51,1.51,0,0,28.02,11.54,16.26,0,5.09,6.3,-0.84,0.64,-52.7,1
304,2008,42,4.55,4.55,0,0,27.81,11.15,12.78,0,5.73,6.99,0.87,0.08,84.75,0
305,2008,43,1.16,1.16,0,0,27.64,10.68,13.74,0,4.87,5.92,0.34,0.1,73.61,1
306,2008,44,4.45,4.45,0,0,28.7,10.56,9.31,0,4.63,5.64,1.02,-0.67,123.3,1
307,2008,45,11.11,11.11,0,0,28.81,10.19,7.17,0,6.73,8.2,3.24,-1.54,115.42,3
308,2008,46,3.15,3.15,0,0,27.08,9.95,6.68,0,6.26,7.71,2.71,-1.24,114.59,2
309,2008,47,2.6,2.6,0,0,28.07,9.42,6.56,0,4.74,5.9,0.95,-0.59,121.84,3
310,2008,48,2.63,2.63,0,0,28.43,9.2,5.48,0,5.01,6.13,3.12,-1.41,114.32,5
311,2008,49,1.39,1.39,0,0,26.53,8.93,3.84,0,3.18,3.97,0.52,-0.12,102.99,3
312,2008,50,5.08,7.01,1.92,0,27.36,8.73,4.14,0,5.83,7.15,0.51,0.76,33.86,1
313,2008,51,0,3.86,3.86,0,27.09,6.99,5.91,0,5.46,7.45,-0.22,0.72,-16.99,5
314,2008,52,1.05,4.48,3.43,0,27.99,7.13,3.24,0,6.83,8.49,2.98,-0.67,102.67,2
315,2008,53,6.3,6.99,0.69,0,28.17,7.62,3.65,0,7.35,9.11,3.07,-2.76,131.96,10
316,2009,1,8.04,8.77,0.72,0,28.07,7.53,2.4,0,8.01,9.74,5.34,-1.57,106.38,14
317,2009,2,0.53,0.53,0,0,27.69,7.38,4.77,0,2.61,3.53,-0.73,0.98,-36.68,4
318,2009,3,0.02,0.04,0.02,0,27.01,6.2,8.15,0,2.13,3.18,-1.27,1.24,-45.68,8
319,2009,4,0.67,0.87,0.2,0,27.87,6.89,9.43,0,5.11,6.39,1.66,-0.36,102.24,10
320,2009,5,1.37,1.39,0.02,0,28.07,7.05,8.8,0,4.76,5.88,1.41,-0.33,103.17,15
321,2009,6,1.33,2,0.67,0,28.01,7.05,13.07,0,4.69,5.79,0.09,0.1,41.99,15
322,2009,7,0.88,0.88,0,0,28.55,7.43,19.44,0,3.28,3.98,-2.41,1.7,-54.8,12
323,2009,8,3.57,4.18,0.61,0,28.21,7.14,12.83,0,4.34,5.47,0.58,-0.24,112.48,12
324,2009,9,4.08,4.17,0.09,0,27.23,7.22,18.21,0,5.24,6.56,0.28,-0.08,105.95,10
325,2009,10,0.6,1.12,0.52,0,28.42,7.13,25.15,0,4.91,6.29,0.52,0.42,51.07,6
326,2009,11,5.97,6.08,0.12,0,28.24,7.64,18.43,0,8.72,10.68,5.13,-5.33,136.1,5
327,2009,12,1.18,1.18,0,0,28.27,7.75,23.72,0,5.36,6.54,0.26,0.29,41.88,8
328,2009,13,3.13,3.27,0.14,0,28.53,7.81,30,0,7.29,8.89,-1.18,1.89,-31.98,3
329,2009,14,0.7,0.7,0,0,28.65,9.15,34.92,0,4,4.84,0.71,-0.53,126.74,5
330,2009,15,1.48,1.48,0,0,28.22,8.99,37.79,0,5.81,7.05,0.89,-1.35,146.6,7
331,2009,16,0.08,0.08,0,0,28.64,9.93,38.12,0,5.12,6.22,-1.3,1.49,-41.1,2
332,2009,17,0.79,0.79,0,0,28.69,10.67,45.93,0,3.39,4.14,-1.14,0.79,-55.28,3
333,2009,18,4.87,4.87,0,0,28.4,10.26,36.63,0,5.41,6.62,2.54,-2.42,133.61,2
334,2009,19,3.22,3.22,0,0,27.31,11.34,41.58,0,4.27,5.24,0.59,-0.47,128.54,2
335,2009,20,0.99,0.99,0,0,26.06,13.68,49.45,0,4.32,5.27,-2.53,1.42,-60.7,1
336,2009,21,0.25,0.25,0,0,27.64,14.74,53.34,0,4.25,5.14,-0.77,0.86,-41.84,3
337,2009,22,0,0,0,0,26.29,17.57,59.87,0,4.07,4.84,-0.91,0.31,-71.19,2
338,2009,23,0,0,0,0,27.67,16.22,60.86,0,3.26,3.9,0.64,-0.34,117.98,2
339,2009,24,0.67,0.67,0,0,25.17,16.99,48.15,0,4.73,5.65,1.45,-1.95,143.37,1
340,2009,25,2.58,2.58,0,0,24.69,16.3,43.56,0,5.94,7.18,0.54,-0.38,125.13,1
341,2009,26,0,0,0,0,25.4,16.86,61.89,0,6.47,7.64,-4.25,3.49,-50.61,2
342,2009,27,4.28,4.28,0,0,26.38,16.16,43.36,0,4.27,5.11,0.67,-0.5,126.73,4
343,2009,28,0,0,0,0,25.86,17.67,55.87,0,3.4,4.11,1.08,-0.97,131.93,1
344,2009,29,0.17,0.17,0,0,26.08,19.39,58.1,0,6,7.12,-4.25,3.02,-54.6,1
345,2009,30,0,0,0,0,26.84,21.76,56.49,0,NA,NA,NA,NA,NA,0
346,2009,31,0.03,0.03,0,0,26.86,19.8,47.91,0,5.27,6.26,2.91,-3.36,139.11,2
347,2009,32,2,2,0,0,27.26,15.2,38.18,0,4.85,5.88,0.85,-1.18,144.23,1
348,2009,33,0.04,0.04,0,0,26.4,18.21,45.27,0,5.13,6.16,-0.8,0.96,-39.81,1
349,2009,34,0.38,0.38,0,0,26.69,16.76,39.13,0,3.34,4.08,0.14,-0.03,102.09,1
350,2009,35,1.45,1.45,0,0,26.69,17.99,36.34,0,5.05,6.07,1.27,-1.12,131.41,0
351,2009,36,5.25,5.25,0,0,27.16,14.16,29.74,0,4.3,5.21,1.08,-1.34,141.13,0
352,2009,37,1.63,1.63,0,0,26.95,15.24,24.94,0,4.95,6,1.61,-1.33,129.56,1
353,2009,38,0,0,0,0,26.97,15.29,34.03,0,4.16,5.08,-2.52,1.97,-51.98,0
354,2009,39,2.11,2.11,0,0,27.29,13.92,23.73,0,5.49,6.66,-0.6,1.22,-26.19,0
355,2009,40,0.01,0.01,0,0,27.68,12.75,25.31,0,3.78,4.56,-1.92,1.65,-49.33,1
356,2009,41,10.14,10.14,0,0,28.08,11.53,12.22,0,4.77,5.93,2.72,-1.64,121.09,0
357,2009,42,3.58,3.58,0,0,27.84,11.22,12.47,0,5.12,6.17,0.76,-0.16,101.89,0
358,2009,43,8.61,8.61,0,0,27.78,10.47,8.74,0,6.98,8.52,2.31,-0.51,102.45,0
359,2009,44,7.31,7.31,0,0,27.59,9.96,8.59,0,5.51,6.75,2.74,-3.42,141.3,0
360,2009,45,7.63,7.63,0,0,27.03,9.41,7.44,0,7.37,9.11,2.85,-2.69,133.35,0
361,2009,46,29.53,29.53,0,0,26.71,8.98,2.4,0,9.78,12.08,5.52,-5.85,136.66,0
362,2009,47,7.29,7.29,0,0,26.6,8.92,4.24,0,7.29,8.83,3.33,-1.31,111.47,0
363,2009,48,0.74,0.74,0,0,26.24,8.44,8.34,0,5.64,6.99,-0.92,1.65,-29.14,2
364,2009,49,0.04,0.04,0,0,26.67,7.07,5.38,0,3.17,4.41,0.96,0.5,62.49,1
365,2009,50,7.63,8.93,1.3,0,26.91,7.66,2.72,0,6.08,7.49,2.95,-1.4,115.39,0
366,2009,51,3.16,3.18,0.02,0,25.13,6.79,5.02,0,3.65,4.71,-0.99,1.57,-32.23,0
367,2009,52,3.95,3.95,0,0,26.88,6.94,3.21,0,3.73,4.79,1.22,-0.14,96.55,4
368,2009,53,1,2.81,1.81,0,28.72,7.56,5.88,0,6.93,8.6,0.48,0.58,39.61,NA
369,2010,1,6.81,6.81,0,0,25.67,7.68,3.22,0,4.28,5.25,1.89,-1.48,128.06,6
370,2010,2,19.52,19.52,0,0,24.3,8.63,3.96,0,7.58,9.26,4.99,-3.17,122.43,4
371,2010,3,3.11,3.11,0,0,25.16,8.16,6.94,0,5.54,6.83,2.03,-1.32,123.03,4
372,2010,4,5.04,5.04,0,0,25.59,7.95,4.13,0,4.66,5.72,3.13,-2.04,123.09,4
373,2010,5,2.99,2.99,0,0,26,8.16,7.5,0,4.11,4.96,2.95,-1.36,114.75,8
374,2010,6,7.4,7.4,0,0,26.58,8.21,8.02,0,5.8,7.14,3.77,-2.69,125.51,7
375,2010,7,1.8,1.8,0,0,25.93,8.07,18.27,0,3.71,4.55,-0.14,0.28,-26.57,5
376,2010,8,5.94,5.94,0,0,26.45,8.07,12.56,0,4.42,5.46,2.51,-1.22,115.92,4
377,2010,9,0.44,0.44,0,0,26.63,8.48,19.66,0,3.87,4.71,1.44,-1.07,126.61,4
378,2010,10,5.04,5.12,0.08,0,26.88,8.27,17.75,0,8.04,9.97,1.87,-2.71,145.39,7
379,2010,11,3.01,3.01,0,0,27.07,8.35,19.43,0,5.91,7.21,1.64,-2.44,146.09,1
380,2010,12,1.68,1.68,0,0,26.74,8.89,22.93,0,4.03,5,1.74,-1.47,130.19,7
381,2010,13,9.98,9.98,0,0,27.42,8.74,19.58,0,7.83,9.65,4.26,-5.02,139.68,5
382,2010,14,4.19,4.19,0,0,26.9,8.72,28.85,0,6.84,8.41,2.35,-1.1,115.08,2
383,2010,15,0.82,0.82,0,0,26.91,10.04,36.68,0,3.99,4.79,-1.23,0.87,-54.73,5
384,2010,16,2.5,2.5,0,0,26.91,10.28,33.92,0,5.45,6.68,0.3,0.3,45,6
385,2010,17,2.41,2.41,0,0,27.19,10.43,36.88,0,4.92,6.01,0.91,-0.44,115.8,1
386,2010,18,1.75,1.75,0,0,26.6,10.86,45.39,0,4.95,6.04,-1.62,1.76,-42.63,6
387,2010,19,0,0,0,0,27.05,13.24,51.68,0,3.6,4.36,0.02,0.46,2.49,4
388,2010,20,2.49,2.49,0,0,27.07,12.18,38.01,0,5.2,6.33,1.34,-1.39,136.05,7
389,2010,21,4.93,4.93,0,0,26.04,12.39,29.6,0,4.62,5.52,1.38,-0.72,117.55,3
390,2010,22,4.36,4.36,0,0,25.94,12.28,40.97,0,4.98,6.03,2.79,-1.89,124.11,0
391,2010,23,1.87,1.87,0,0,24.07,15.3,44.02,0,3,3.7,-0.51,0.3,-59.53,0
392,2010,24,0.68,0.68,0,0,24.67,15.24,58.1,0,5.09,6.14,-1.55,1.95,-38.48,0
393,2010,25,0.09,0.09,0,0,25.99,15.67,51.03,0,4.09,4.88,1.72,-1.33,127.71,1
394,2010,26,0.56,0.56,0,0,25.43,14.77,48.63,0,4.38,5.41,0.8,-0.4,116.57,0
395,2010,27,0.01,0.01,0,0,24.53,18.65,55.57,0,5.34,6.39,-2.54,2.41,-46.5,1
396,2010,28,0,0,0,0,25.19,18.23,59.72,0,5.22,6.28,-1.86,2.81,-33.5,0
397,2010,29,0,0,0,0,25.14,19.13,58.85,0,5.5,6.6,-2.19,2.93,-36.78,1
398,2010,30,0,0,0,0,26.53,18.81,56.98,0,5.28,6.25,-2.48,2.46,-45.23,0
399,2010,31,2.09,2.09,0,0,26.69,19.5,48.15,0,3.94,4.73,0.76,-0.25,108.21,3
400,2010,32,0.1,0.1,0,0,25.02,18.4,50.37,0,4.19,5.07,-1.68,1.69,-44.83,0
401,2010,33,0.17,0.17,0,0,26.4,19.61,47.35,0,3.69,4.49,-0.26,0.89,-16.28,1
402,2010,34,0.26,0.26,0,0,26.46,18.37,43.56,0,4.28,5.17,-2.3,1.89,-50.59,1
403,2010,35,1.59,1.59,0,0,26.72,16.5,36.97,0,4.62,5.58,-0.28,0.32,-41.19,0
404,2010,36,3.21,3.21,0,0,26.76,15.2,27.3,0,4.41,5.34,1.58,-0.39,103.87,0
405,2010,37,4.65,4.65,0,0,26.15,14.42,24.53,0,2.53,3.12,0.41,-0.25,121.37,0
406,2010,38,5.32,5.32,0,0,26.6,14.16,21.73,0,6.03,7.3,2.59,-1.54,120.74,0
407,2010,39,0.21,0.21,0,0,27.05,13.34,26.73,0,4.57,5.49,0.21,-0.43,153.97,3
408,2010,40,4.97,4.97,0,0,26.84,13.69,17.89,0,5.46,6.55,0.76,-0.19,104.04,1
409,2010,41,0.4,0.4,0,0,27.05,11.73,18.09,0,4.86,5.95,1.16,-0.43,110.34,0
410,2010,42,4.46,4.46,0,0,26.53,11.93,15.01,0,4.08,5.01,1.83,-1.5,129.34,1
411,2010,43,4.04,4.04,0,0,27.68,10.74,7.97,0,7.53,9.12,5.52,-4.04,126.2,0
412,2010,44,7.47,7.47,0,0,26.68,10.69,9.4,0,4.95,6.05,1.95,-1.86,133.65,4
413,2010,45,4.75,4.75,0,0,26.8,10.19,7.76,0,5.01,6.17,2.46,-0.56,102.82,4
414,2010,46,3.59,4.37,0.78,0,26.76,9.52,5.89,0,5.51,6.93,1.15,0.23,78.69,2
415,2010,47,2.81,3.83,1.02,0,26.99,8.2,5.16,0,6.55,8.78,3.11,-0.18,93.31,9
416,2010,48,6.65,6.65,0,0,26.87,8.67,4.8,0,6.33,7.78,3.77,-0.77,101.54,5
417,2010,49,14.89,14.89,0,0,25.85,8.21,3.64,0,5.71,7.1,3.62,-2.31,122.54,6
418,2010,50,4.35,4.35,0,0,26.04,8.33,4.05,0,6.83,8.37,4.81,-3.21,123.72,10
419,2010,51,17.34,17.46,0.12,0,25.78,8.34,2.28,0,9.32,11.49,7.47,-3.54,115.36,9
420,2010,52,4.24,4.27,0.04,0,25.89,7.95,5.61,0,6.55,8.11,1.41,-1.12,128.46,13
421,2011,1,6.76,8.22,1.47,0,26.9,7.1,5.08,0,5.28,6.58,1.56,0,90,14
422,2011,2,5.6,8.47,2.86,0,27.09,6.88,4.86,0,5.94,7.44,2.7,-1.24,114.67,16
423,2011,3,3.5,3.55,0.05,0,26.37,7.3,6.37,0,5.55,6.74,1.49,0.31,78.25,12
424,2011,4,2.65,2.65,0,0,26.52,7.76,4.49,0,4.47,5.36,3.19,-1.09,108.86,11
425,2011,5,2.38,2.38,0,0,26.55,7.33,9.49,0,4.03,5.05,1.53,-0.48,107.42,3
426,2011,6,7.07,7.07,0,0,26.81,7.52,8.61,0,5.69,7.05,1.13,0.07,86.46,5
427,2011,7,6.89,7.15,0.25,0,26.6,7.56,9.38,0,7.35,9.1,2.53,-2.13,130.09,5
428,2011,8,0.33,1.53,1.19,0,27.01,6.93,15.92,0,4.96,6.48,-1.05,1.92,-28.67,3
429,2011,9,6.77,7.55,0.78,0,27.48,7.35,12.72,0,8.05,9.93,5.12,-4.54,131.56,5
430,2011,10,9.38,9.38,0,0,26.95,7.45,18.08,0,6.93,8.55,4.29,-2.55,120.73,5
431,2011,11,11.25,11.25,0,0,25.87,7.79,14.6,0,8.02,9.9,5.38,-4.4,129.28,5
432,2011,12,0.9,0.9,0,0,27.09,7.74,24.97,0,3.79,4.58,0.59,-0.07,96.77,5
433,2011,13,3.2,3.2,0,0,27.7,8.53,25.61,0,5.71,7.03,1.87,-1.33,125.42,0
434,2011,14,1.02,1.02,0,0,27.29,8.13,26.14,0,6.07,7.36,0.5,-0.45,131.99,4
435,2011,15,2.76,2.76,0,0,27.82,8.42,27.63,0,7.09,8.77,3.7,-3.9,136.51,2
436,2011,16,0.78,0.78,0,0,26.97,8.84,45.07,0,4.44,5.47,-2.61,1.91,-53.8,3
437,2011,17,2.89,2.89,0,0,27.48,9.51,35.04,0,4.83,5.91,1.4,-1.68,140.19,5
438,2011,18,2.65,2.65,0,0,27.83,10.38,36.35,0,4.66,5.65,2.11,-1.4,123.56,3
439,2011,19,3.72,3.72,0,0,27.3,10.59,33.91,0,5.44,6.57,1.34,-1.07,128.61,4
440,2011,20,1.33,1.33,0,0,26.01,12.37,41.15,0,3.97,4.77,-1.42,0.99,-55.12,4
441,2011,21,2.05,2.05,0,0,24.73,13.45,42.83,0,3.79,4.61,0.77,-0.68,131.45,2
442,2011,22,1.05,1.05,0,0,25.56,13.53,44.79,0,3.76,4.57,0.12,-0.06,116.57,0
443,2011,23,0.17,0.17,0,0,24.05,14.77,52.87,0,4.96,5.93,-0.97,0.84,-49.11,0
444,2011,24,1.09,1.09,0,0,24.54,13.81,50.63,0,5.23,6.29,1.21,-0.76,122.13,1
445,2011,25,0.76,0.76,0,0,22.2,15.28,48.36,0,3.97,4.86,0.84,-0.44,117.65,1
446,2011,26,0.44,0.44,0,0,20.14,16.3,39.91,0,3.88,4.79,0.42,-0.27,122.74,1
447,2011,27,0.14,0.14,0,0,19.59,17.2,55.46,0,3.86,4.77,-1.67,1.75,-43.66,0
448,2011,28,5.46,5.46,0,0,23.77,16.57,32.19,0,3.86,4.64,1.95,-1.32,124.09,0
449,2011,29,0.37,0.37,0,0,20.13,16.23,46.79,0,3.93,4.77,1.19,-0.68,119.74,0
450,2011,30,0.19,0.19,0,0,20.63,18.52,47.06,0,3.8,4.6,-0.12,0.38,-17.53,3
451,2011,31,0.03,0.03,0,0,19.82,18.66,53,0,4.07,4.94,-1.34,1.15,-49.36,2
452,2011,32,0.09,0.09,0,0,21.84,18.68,49.65,0,3.95,4.75,0.37,0.02,86.91,0
453,2011,33,0.02,0.02,0,0,21.69,18.31,47.75,0,3.3,4.07,-0.85,0.93,-42.43,1
454,2011,34,0.88,0.88,0,0,22.95,17.74,37.93,0,4.58,5.49,0.71,-0.57,128.76,1
455,2011,35,0.01,0.01,0,0,23.78,17.47,39.34,0,4.65,5.54,-2.15,1.61,-53.17,0
456,2011,36,0,0,0,0,24.28,17.99,41.7,0,3.6,4.27,-1.77,1.45,-50.68,0
457,2011,37,1.61,1.61,0,0,24.89,17.16,26.66,0,3.98,4.83,0.47,-0.14,106.59,0
458,2011,38,5.65,5.65,0,0,25.89,13.23,19.71,0,6.06,7.31,3.26,-2.13,123.16,1
459,2011,39,4.37,4.37,0,0,26.94,12.14,20.56,0,5.69,7.03,1.3,-1.35,136.08,0
460,2011,40,3.58,3.58,0,0,26.5,12.58,15.42,0,5.19,6.31,2.17,-1.15,117.92,0
461,2011,41,3.05,3.05,0,0,26.67,11.35,18.91,0,5.11,6.22,0.67,-0.39,120.2,0
462,2011,42,2.19,2.19,0,0,26.88,11.68,16.53,0,4.16,5.05,0.31,0.02,86.31,0
463,2011,43,2.31,2.31,0,0,26.87,10.76,13.62,0,4.32,5.35,0.95,-0.24,104.18,0
464,2011,44,1.26,1.26,0,0,28.06,10.14,10.76,0,5.88,7.2,1.21,-0.41,108.72,0
465,2011,45,3.59,3.59,0,0,27.97,9.94,6.09,0,6.28,7.76,3.08,-0.89,106.12,2
466,2011,46,2.92,3.05,0.13,0,27.68,8.91,8.18,0,5.79,7.28,-0.08,0.72,-6.34,1
467,2011,47,18.51,18.59,0.08,0,27.22,8.76,5.22,0,8.81,10.93,5.53,-3.58,122.92,2
468,2011,48,2.47,2.47,0,0,26.13,8.48,6.53,0,5.62,6.91,1.52,0.74,64.04,1
469,2011,49,0.17,0.17,0,0,27.1,7.62,5.9,0,2.95,3.83,-1.15,1.56,-36.4,1
470,2011,50,2.3,2.32,0.02,0,27.04,7.33,4.03,0,4.76,5.86,2.08,-0.16,94.4,5
471,2011,51,2.2,2.2,0,0,27.21,7.83,5.25,0,5.96,7.27,2.03,-0.65,107.75,1
472,2011,52,8.25,8.25,0,0,27.79,8.17,3.75,0,6.86,8.55,3.68,-1.7,114.79,5
473,2012,1,10.19,10.2,0,0,26.51,7.66,3.15,0,6.78,8.32,4.69,-2.69,119.84,5
474,2012,2,0.94,0.98,0.04,0,27.23,7.39,6.45,0,5.84,7.27,0.86,0.79,47.43,13
475,2012,3,4.12,6.78,2.66,0,27.32,6.2,6.09,0,5.3,6.87,-0.34,1.26,-15.1,9
476,2012,4,8.66,8.66,0,0,27.25,7.32,6.05,0,8.2,10.15,4.86,-3.44,125.29,11
477,2012,5,1.5,1.5,0,0,27.27,7.29,8.1,0,5.62,6.86,2.87,-1.12,111.32,12
478,2012,6,7.17,7.17,0,0,26.9,7.18,8.3,0,3.46,4.34,1.11,-0.55,116.36,4
479,2012,7,4.43,4.43,0,0,27.39,7.44,10.89,0,6.21,7.47,3.38,-1.67,116.29,10
480,2012,8,5.17,5.17,0,0,26.95,7.1,10.98,0,6.72,8.24,1.39,0.74,61.97,5
481,2012,9,2.59,2.73,0.14,0,27.68,6.93,15.91,0,7.01,8.64,2.89,-0.2,93.96,5
482,2012,10,4.13,4.19,0.06,0,27.73,7.1,17.49,0,6.24,7.66,1.68,-0.23,97.8,2
483,2012,11,8.21,8.26,0.05,0,28.03,7.32,19.77,0,9.4,11.58,5.1,-4.91,133.91,8
484,2012,12,2.5,2.51,0.01,0,27.7,7.19,27.71,0,5.6,6.93,1.71,-1.42,129.71,6
485,2012,13,5.71,5.79,0.08,0,27.19,7.3,18.65,0,6.22,7.63,2.91,-1.92,123.42,4
486,2012,14,3.46,3.46,0,0,26.91,7.8,34.44,0,4.67,5.79,1.05,-0.71,124.07,4
487,2012,15,0.79,0.79,0,0,26.65,9.15,31.87,0,3.81,4.62,-1.23,0.65,-62.15,7
488,2012,16,3.8,3.8,0,0,27.58,9,30.77,0,5.36,6.52,3.3,-1.88,119.67,5
489,2012,17,2.72,2.72,0,0,26.68,9.5,25.24,0,4.96,6,1.15,-0.65,119.48,1
490,2012,18,2.95,2.95,0,0,26.07,10.07,40.69,0,3.64,4.54,0.34,-0.32,133.26,2
