,Year,epiweek,Total_Rain,Total_Precip,Total_Snow,Outbreak,Salinity,Temperature,PAR,outbreak,WSPD,GSPD,V_east,V_north,WDIR,NVcount
491,2012,19,0.06,0.06,0,0,24.05,10.95,50.23,0,4.28,5.19,-1.18,0.9,-52.67,1
492,2012,20,0.07,0.07,0,0,25.7,13.39,56.5,0,5.9,7.01,-3.7,3,-50.96,0
493,2012,21,1.76,1.76,0,0,26.51,11.55,44.23,0,4.66,5.61,1.54,-0.79,117.16,2
494,2012,22,3.65,3.66,0.01,0,24.51,12.96,39.27,0,4.93,5.98,1.92,-1.57,129.27,0
495,2012,23,1.92,1.92,0,0,23.55,12.23,41.53,0,5.05,6.17,0.33,-0.26,128.23,0
496,2012,24,1.56,1.56,0,0,24.49,13.51,37.72,0,4.91,5.89,1.93,-1.45,126.92,1
497,2012,25,3.76,3.76,0,0,22.24,14.54,45.9,0,3.53,4.31,0.73,-0.65,131.68,2
498,2012,26,1.86,1.86,0,0,22.73,14.9,42.97,0,4.46,5.38,1.89,-1.69,131.8,1
499,2012,27,2.59,2.59,0,0,20.35,15.74,51.44,0,3.5,4.29,0.63,-0.67,136.76,0
500,2012,28,0.01,0.01,0,0,18.98,18.92,60.81,0,4.13,4.96,-1.48,1.3,-48.7,0
501,2012,29,0.44,0.44,0,0,20.31,19.09,46.71,0,4.65,5.66,0.8,-0.48,120.96,0
502,2012,30,0.58,0.58,0,0,20.51,16.91,46.37,0,4.3,5.19,0.09,-0.63,171.87,1
503,2012,31,0,0,0,0,21.99,17.4,52.37,0,4.25,5.07,-0.46,0.11,-76.55,0
504,2012,32,0.21,0.21,0,0,21.87,18.17,48.11,0,4.85,5.81,-0.82,0.28,-71.15,0
505,2012,33,0.01,0.01,0,0,22.33,19.34,45.21,0,4.03,4.8,-2.4,1.63,-55.82,0
506,2012,34,0.03,0.03,0,0,24.84,16.75,37.62,0,3.73,4.56,-0.72,0.57,-51.63,0
507,2012,35,0.6,0.6,0,0,24.57,16.23,34.28,0,4.4,5.32,0.7,-0.66,133.32,1
508,2012,36,0,0,0,0,25.06,16.72,40.86,0,4.63,5.51,-2.68,2.19,-50.75,0
509,2012,37,0.57,0.57,0,0,26.09,15.01,33.19,0,5.05,6.11,-1.83,1.22,-56.31,1
510,2012,38,0.03,0.03,0,0,26.77,14.64,32.65,0,3.28,3.95,-1.09,0.49,-65.79,0
511,2012,39,0.12,0.12,0,0,27.16,14.25,26.35,0,3,3.64,-1.63,1.07,-56.72,0
512,2012,40,0.01,0.01,0,0,27.24,12.86,26.16,0,4.25,5.12,-2.56,2.14,-50.11,0
513,2012,41,6.27,6.27,0,0,27.39,12.18,15.36,0,3.52,4.37,1.46,-1.14,127.98,3
514,2012,42,6.09,6.09,0,0,27.79,9.93,11.34,0,5.94,7.34,2.6,-1.32,116.92,1
515,2012,43,6.65,6.65,0,0,27.7,9.35,8.49,0,5.22,6.4,2.99,-0.91,106.93,2
516,2012,44,10.82,10.82,0,0,26.4,9.87,6.01,0,4.32,5.3,2.59,-0.78,106.76,3
517,2012,45,2.01,2.01,0,0,26.6,9.32,10.69,0,4.73,5.8,-0.4,0.76,-27.76,4
518,2012,46,5.51,5.51,0,0,27.28,8.71,4.97,0,5.51,6.77,3.63,-1.46,111.91,5
519,2012,47,9.28,9.28,0,0,27.52,8.34,4.55,0,7.94,9.76,5.6,-3.37,121.04,5
520,2012,48,10.1,10.1,0,0,25.27,7.71,6,0,5.63,6.98,3.01,-1.29,113.2,2
521,2012,49,5.61,5.61,0,0,27.02,8,5.45,0,5.99,7.47,2.03,-2.48,140.7,5
522,2012,50,4.46,4.46,0,0,27.52,7.73,3.27,0,6.43,7.94,3.39,-0.3,95.06,6
523,2012,51,9.7,10.82,1.13,0,28.06,7.6,2.87,0,7.23,9.03,3.59,-1.18,108.2,4
524,2012,52,5.53,5.67,0.13,0,27.44,7.18,3.01,0,5.63,6.88,2.68,0.36,82.35,10
525,2013,1,1.35,1.35,0,0,27.71,7.1,3.83,0,3.75,4.63,2.48,-0.75,106.83,13
526,2013,2,8.13,8.41,0.28,0,27.78,6.77,5.89,0,5.55,6.85,1.48,0.27,79.66,10
527,2013,3,0.33,0.33,0,0,27.64,6.41,4.98,0,2.53,3.43,0.64,0.68,43.26,9
528,2013,4,3.57,3.57,0,0,27.91,6.43,4.65,0,4.1,5.28,1.64,-0.7,113.11,7
529,2013,5,0.68,0.68,0,0,28.18,6.84,5.43,0,3.08,3.83,-0.13,0.41,-17.59,3
530,2013,6,3.74,3.74,0,0,28.21,7.35,6.34,0,5.99,7.37,4.31,-2.32,118.29,7
531,2013,7,1.26,1.26,0,0,27.92,7.4,9.35,0,3.14,3.84,1.49,-0.52,109.24,4
532,2013,8,3.59,3.61,0.02,0,28.55,7.44,14.04,0,6.14,7.51,1.62,-0.23,98.08,4
533,2013,9,7.47,7.47,0,0,28.5,7.64,7.45,0,7.82,9.51,4.71,-1.76,110.49,7
534,2013,10,0.8,0.8,0,0,27.08,7.41,20.5,0,4.31,5.21,-1.37,1.11,-50.98,7
535,2013,11,5.14,5.14,0,0,27.21,7.87,12.31,0,5.98,7.22,4.34,-1.47,108.71,1
536,2013,12,4.78,4.82,0.04,0,27.33,7.69,25.59,0,6.31,7.86,-0.47,0.64,-36.29,3
537,2013,13,0.08,0.08,0,0,26.76,8.42,34.84,0,2.59,3.16,-0.42,0.39,-47.12,4
538,2013,14,3.94,3.94,0,0,27.13,9.49,26.93,0,4.1,4.97,1.42,-0.9,122.37,1
539,2013,15,2.69,2.69,0,0,27.21,8.96,32.92,0,6.89,8.31,1.42,-0.39,105.36,0
540,2013,16,2.45,2.45,0,0,26.66,9.54,35.79,0,4.49,5.45,-0.07,0.34,-11.63,2
541,2013,17,0.23,0.23,0,0,26.19,11.04,44.35,0,4.46,5.46,-0.63,0.57,-47.86,0
542,2013,18,0.46,0.46,0,0,27.16,10.41,42.86,0,5.43,6.59,-2.95,2.16,-53.79,3
543,2013,19,1.62,1.62,0,0,27.51,13.64,48.89,0,3.04,3.68,0.27,-0.28,136.04,0
544,2013,20,3,3,0,0,27.41,11.59,36.09,0,4.63,5.68,2.53,-2,128.33,0
545,2013,21,3.62,3.62,0,0,23.78,13.35,45.94,0,4.31,5.27,0.3,-0.06,101.31,0
546,2013,22,4.88,4.88,0,0,26.37,12.03,33.39,0,4.97,5.95,2.9,-2.13,126.3,0
547,2013,23,0.16,0.16,0,0,21.46,15.56,55.25,0,4.52,5.46,-1.66,1.61,-45.88,2
548,2013,24,0.84,0.84,0,0,23.34,15.44,53.6,0,4.45,5.39,-0.11,-0.23,-154.44,0
549,2013,25,1.87,1.87,0,0,21.77,17.01,45.37,0,4.13,5.06,0.14,0.07,63.43,0
550,2013,26,5.24,5.24,0,0,24.07,15.33,33.01,0,4.09,4.99,2.39,-1.52,122.46,1
551,2013,27,0,0,0,0,21.37,19.67,60.71,0,4.46,5.38,-2.29,2.14,-46.94,1
552,2013,28,0.02,0.02,0,0,23.44,17.8,59.44,0,4.42,5.35,-2.38,1.91,-51.25,2
553,2013,29,0.05,0.05,0,0,24.63,18.55,56.32,0,4.25,5.09,-1.58,1.17,-53.48,0
554,2013,30,0,0,0,0,24.65,19.55,57.92,0,4.55,5.51,-2.12,2.46,-40.75,1
555,2013,31,0.19,0.19,0,0,26.15,18.49,50.34,0,3.73,4.48,1.12,-1.05,133.15,0
556,2013,32,0.01,0.01,0,0,23.38,19.41,52.26,0,3.62,4.39,-1.43,1.98,-35.84,1
557,2013,33,1.38,1.38,0,0,25.43,18.31,31.33,0,3.91,4.79,1.13,-1.96,150.04,1
558,2013,34,0.29,0.29,0,0,25.44,16.38,39.19,0,4.2,5.03,1.91,-2.08,137.44,0
559,2013,35,5.23,5.23,0,0,25.23,15.86,28.06,0,4.15,5.08,1.95,-1.22,122.03,0
560,2013,36,0.9,0.9,0,0,24.55,17.08,33.22,0,3.12,3.81,-0.75,0.62,-50.42,0
561,2013,37,0,0,0,0,25.99,17.39,37.29,0,2.74,3.34,-1.11,0.39,-70.64,0
562,2013,38,5.25,5.25,0,0,26.24,14.87,23.91,0,3.7,4.65,0.33,-1.24,165.1,1
563,2013,39,8.36,8.36,0,0,27.38,12.52,20.77,0,6.36,7.74,1.78,-1.49,129.93,0
564,2013,40,7.5,7.5,0,0,27.48,11.34,13.68,0,6.55,7.98,3.71,-3.75,135.31,1
565,2013,41,1.04,1.04,0,0,26.53,11.75,20.47,0,4.61,5.63,-0.64,1.32,-25.87,0
566,2013,42,0.01,0.01,0,0,26.44,11.87,18.61,0,2.41,3.18,-1.26,1.57,-38.75,0
567,2013,43,0.27,0.27,0,0,26.71,11.26,13.11,0,2.15,2.95,-1.21,0.95,-51.86,0
568,2013,44,6.45,6.45,0,0,27.27,10.87,11.12,0,5.19,6.26,-0.32,0.74,-23.39,1
569,2013,45,5.49,5.49,0,0,27.54,9.92,8.06,0,4.85,6.03,1.8,0,90,5
570,2013,46,2.17,2.17,0,0,27.26,9.95,8.34,0,5.29,6.48,-0.1,1.12,-5.1,2
571,2013,47,1.43,1.43,0,0,27.8,9.03,9.06,0,4.17,5.33,-1.15,1.82,-32.29,3
572,2013,48,1.69,1.69,0,0,27.79,8.65,5.74,0,2.69,3.36,0.91,-0.24,104.77,2
573,2013,49,0.28,0.68,0.4,0,28.48,7.81,7.87,0,5.49,7.05,0.22,1.16,10.74,5
574,2013,50,1.61,1.66,0.05,0,28.7,7.37,2.34,0,5.11,6.44,3.12,-1.83,120.39,9
575,2013,51,1.28,2.05,0.77,0,28.8,7.84,3.5,0,5.52,6.83,1.78,-0.39,102.36,6
576,2013,52,1.45,1.45,0,0,28.26,7.62,4.28,0,4.74,5.76,1.61,-0.43,104.95,12
577,2014,1,2.21,2.21,0,0,28.48,8.09,4.95,0,5.94,7.23,0.41,0.81,26.85,14
578,2014,2,11.92,11.92,0,0,27.91,7.35,3.23,0,6.01,7.48,2.06,-1.52,126.42,13
579,2014,3,0.34,0.34,0,0,26.46,7.28,5.34,0,3.18,4.06,-0.12,0.63,-10.78,8
580,2014,4,0,0,0,0.43,27.73,7.39,7.83,0.43,2.62,3.47,-1.2,1.27,-43.38,5
581,2014,5,1.72,1.72,0,1,27.93,7.28,7.68,1,3.17,4.04,-0.32,0.66,-25.87,10
582,2014,6,0.02,0.15,0.13,0.71,28.52,6.8,15.22,0.71,4.4,5.95,0.52,0.94,28.95,4
583,2014,7,10.44,10.72,0.28,0,28.21,7.12,10.17,0,6.37,7.9,2.8,-2.3,129.4,6
584,2014,8,7.18,8.63,1.45,0,27.76,7.22,12.35,0,6.13,7.7,0.5,-1.1,155.56,7
585,2014,9,0.93,3.4,2.47,0,27.02,6.5,13.88,0,3.05,3.91,0.14,0.64,12.34,12
586,2014,10,10.41,10.48,0.07,0,26.45,6.96,8.73,0,5.45,6.74,2.23,-0.32,98.17,10
587,2014,11,4.05,4.05,0,0,26.81,7.67,20.2,0,4.55,5.6,0.83,-0.07,94.82,6
588,2014,12,1.54,1.54,0,0,27.7,7.38,23.17,0,6.18,7.57,-0.19,0.48,-21.6,2
589,2014,13,7.56,7.56,0,0,26.72,8.05,22.87,0,4.59,5.7,2.12,-1.66,128.06,13
590,2014,14,1.69,1.69,0,0,25.67,8.12,28.72,0,5.25,6.34,1.72,-1.86,137.24,4
591,2014,15,0.27,0.27,0,0,26.93,9.17,31.7,0,4.14,5.03,-0.16,0.12,-53.13,7
592,2014,16,3.83,3.83,0,0,27.32,9.55,29.36,0,5.5,6.68,1.04,-1.04,135,4
593,2014,17,3.62,3.62,0,0,27.87,9.21,35.02,0,5.53,6.75,1.42,-2.57,151.08,2
594,2014,18,1.89,1.89,0,0,26.47,10.66,39,0,4.06,4.96,0.66,-1.56,157.07,4
595,2014,19,2.49,2.49,0,0,27.12,11.01,43.03,0,4.19,5.06,1.67,-1.37,129.36,3
596,2014,20,0.15,0.15,0,0,24.65,13.67,49.5,0,3.63,4.37,0.14,-0.54,165.47,4
597,2014,21,1.03,1.03,0,0,26.27,14.21,40.76,0,3.55,4.37,0.77,-0.5,123,1
598,2014,22,1.51,1.51,0,0,22.71,14.99,48.6,0,4.26,5.23,-0.12,0.91,-7.51,0
599,2014,23,0,0,0,0,23.88,16.23,61.11,0,5.66,6.78,-1.79,2.94,-31.33,3
600,2014,24,0.82,0.82,0,0,25.31,16.49,46.22,0,4.49,5.46,0.72,0.88,39.29,2
601,2014,25,0.64,0.64,0,0,23.85,15.18,48.49,0,5.18,6.3,1.19,-1.32,137.96,2
602,2014,26,2,2,0,0,22.24,16.46,46.67,0,4.75,5.7,0.74,-1.39,151.97,2
603,2014,27,1.02,1.02,0,0,24.14,16.04,48.25,0,4.04,4.91,0.94,-1.19,141.69,0
604,2014,28,0.47,0.47,0,0,23.53,17.96,57,0,4.77,5.68,-1.22,1.95,-32.03,0
605,2014,29,0.11,0.11,0,0,24.72,18.85,53.7,0,5.03,6.11,0.44,1.53,16.04,1
606,2014,30,2.42,2.42,0,0,26.26,17.11,40.25,0,4.02,4.86,0.89,-1.33,146.21,0
607,2014,31,0,0,0,0,22.85,19.33,56.24,0,3.65,4.39,-1,1.73,-30.03,0
608,2014,32,0,0,0,0,25.33,20.27,53.68,0,4,4.78,-0.44,1.62,-15.2,0
609,2014,33,1.82,1.82,0,0,25.44,19.07,37.99,0,3.72,4.48,-0.49,0.44,-48.08,0
610,2014,34,0,0,0,0,25.19,19.64,47,0,3.97,4.8,-0.38,1.59,-13.44,2
611,2014,35,0.58,0.58,0,0,26.43,19.03,38.57,0,3.9,4.72,0.55,0.74,36.62,0
612,2014,36,1.48,1.48,0,0,26.7,16.46,33.94,0,4.49,5.41,-1.06,1.62,-33.2,1
613,2014,37,0,0,0,0,27.19,16.78,39.58,0,3.6,4.35,-0.46,1.63,-15.76,1
614,2014,38,0.53,0.53,0,0,27.37,16.1,29.03,0,3.06,3.73,0.33,-0.44,143.13,1
615,2014,39,5.03,5.03,0,0,28.41,13.47,20.31,0,4.96,6.04,1.53,-2.79,151.26,1
616,2014,40,0.76,0.76,0,0,26.61,14.03,19.62,0,3.39,4.17,-0.39,0.19,-64.03,0
617,2014,41,1.21,1.21,0,0,27.33,14.49,19.75,0,2.73,3.38,-0.03,0.17,-10.01,0
618,2014,42,6.15,6.15,0,0,28.77,11.83,7.26,0,6.74,8.17,4.77,-2.75,119.96,0
619,2014,43,17.15,17.15,0,0,28.02,11.32,8.11,0,5.79,7.09,3.46,-2.52,126.07,1
620,2014,44,6.8,6.8,0,0,26.25,11.48,10.46,0,5.92,7.23,2.77,-1.51,118.6,0
621,2014,45,6.15,6.15,0,0,25.3,11.31,7.09,0,5.74,7.04,3.63,-1.8,116.38,0
622,2014,46,0.08,0.08,0,0,24.85,10,13.77,0,4.12,5.23,0.23,0.56,22.33,0
623,2014,47,5.02,5.02,0,0,24.84,9.06,8.13,0,3.96,5.01,1.01,-0.24,103.37,0
624,2014,48,8.59,8.67,0.08,0,26.41,9.6,5.1,0,6.52,8.05,1.37,0.02,89.16,0
625,2014,49,2.5,2.5,0,0,25.83,8.38,6.09,0,3.37,4.48,0.21,0.7,16.7,3
626,2014,50,18.41,18.41,0,0,25.62,9.72,3.81,0,6.85,8.41,4.36,-2.47,119.53,1
627,2014,51,6.77,6.77,0,0,24.94,8.89,2.98,0,5.75,7.06,4.43,-1.97,113.97,1
628,2014,52,2.3,2.3,0,0,25.73,8.58,5.18,0,4.55,5.59,1.54,0.33,77.91,1
629,2014,53,0.22,0.22,0,0,26.53,8,8.5,0,4.3,5.51,-1.94,2.36,-39.42,2
630,2015,1,5.83,5.83,0,0,25.72,8.43,3.35,0,3.68,4.59,0.68,0.53,52.07,5
631,2015,2,5.21,5.21,0,0,25.38,8.24,5.51,0,3.81,4.74,1.19,-0.26,102.32,2
632,2015,3,4.42,4.42,0,0,25.92,8.69,4.94,0,4.66,5.74,3.16,-1.93,121.41,1
633,2015,4,0.37,0.37,0,0,25.39,8.86,9.01,0,3.58,4.41,0.57,-0.14,103.8,0
634,2015,5,13.01,13.01,0,0,25.58,9.04,6.31,0,5.85,7.11,4.71,-2.59,118.81,2
635,2015,6,6.34,6.34,0,0,24.19,9.2,8.3,0,4.45,5.4,1.82,-1.04,119.74,2
636,2015,7,0.14,0.14,0,0,24.89,8.9,17.45,0,3.56,4.33,-2.01,1.16,-60.01,4
637,2015,8,2.82,2.82,0,0,25.94,8.76,17.9,0,2.9,3.57,-0.27,0.77,-19.32,3
638,2015,9,0.37,0.37,0,0,26,8.81,22.88,0,2.6,3.3,-0.95,0.95,-45,3
639,2015,10,2.78,2.78,0,0,26.6,9.39,19.13,0,4.31,5.39,2.16,-0.97,114.18,5
640,2015,11,5.88,5.88,0,0,27.54,9.46,17.03,0,4.95,5.98,1.34,-0.3,102.62,3
641,2015,12,5.13,5.13,0,0,27.37,9.82,18.73,0,5.51,6.67,3.95,-2.19,119.01,1
642,2015,13,5,5,0,0,26.28,9.89,24.38,0,6.08,7.41,2.94,-1.41,115.62,1
643,2015,14,0.5,0.5,0,0,25.79,10.26,37.14,0,4.13,5.03,0.31,-0.33,136.79,2
644,2015,15,0.63,0.63,0,0,25.41,10.83,35.49,0,5.31,6.42,-0.14,0.32,-23.63,1
645,2015,16,3.4,3.4,0,0,25.68,11.7,38.39,0,4.8,5.9,-0.65,0.52,-51.34,6
646,2015,17,0.67,0.67,0,0,26.78,11.52,34.39,0,5.65,6.82,2.23,-1.44,122.85,2
647,2015,18,0.25,0.25,0,0,25.47,12.87,49.73,0,3.58,4.36,-0.87,0.19,-77.68,8
648,2015,19,0.54,0.54,0,0,25.56,14.6,49.46,0,3.48,4.21,-0.48,0.14,-73.74,2
649,2015,20,0,0,0,0,24.98,16.26,54.79,0,4.02,4.79,-1.02,0.54,-62.1,2
650,2015,21,0,0,0,0,25.28,17.02,58.87,0,3.89,4.69,-0.52,0.52,-45,0
651,2015,22,1.69,1.69,0,0,24.72,17.09,47.81,0,3.91,4.75,0.24,-0.04,99.46,2
652,2015,23,0,0,0,0,23.91,18.15,62.07,0,6.75,8.06,-4.7,3.76,-51.34,0
653,2015,24,0.27,0.27,0,0,26.37,16.6,56.42,0,3.77,4.52,-1.74,1.05,-58.89,1
654,2015,25,0.09,0.09,0,0,24.72,17.91,54.4,0,4.39,5.2,-0.81,0.43,-62.04,1
655,2015,26,0.05,0.05,0,0,25.15,19.77,57.96,0,6.28,7.35,-4,3.1,-52.22,1
656,2015,27,1.12,1.12,0,0,27.17,16.74,50.37,0,4,4.72,1.09,-1.27,139.36,1
657,2015,28,1.13,1.13,0,0,26.36,16.43,54.06,0,5.46,6.51,-2.43,1.57,-57.13,0
658,2015,29,1.14,1.14,0,0,26.87,17.37,49.23,0,4.47,5.41,0.35,-0.06,99.73,4
659,2015,30,0.75,0.75,0,0,26.86,18.23,54.7,0,3.43,4.12,-1.65,1.01,-58.53,2
660,2015,31,1.12,1.12,0,0,27.09,18.8,42.69,0,4.02,4.82,-0.94,0.98,-43.81,1
661,2015,32,0.17,0.17,0,0,26.92,18.41,46.29,0,4.55,5.44,-0.52,0.37,-54.57,0
662,2015,33,0.04,0.04,0,0,27.46,17.94,48.73,0,5.23,6.24,-3.03,2.65,-48.83,3
663,2015,34,3.69,3.69,0,0,27.97,17.79,38.92,0,3.79,4.64,1.14,-0.59,117.36,0
664,2015,35,3.29,3.29,0,0,28.73,12.48,24.33,0,4.99,6.16,1.83,-1.73,133.39,2
665,2015,36,0.44,0.44,0,0,27.08,15.39,35.86,0,4.66,5.58,-0.35,0.15,-66.8,0
666,2015,37,2.02,2.02,0,0,27.75,14.99,22.61,0,5.29,6.38,1.07,0.32,73.35,2
667,2015,38,3.58,3.58,0,0,28.66,13.11,22.35,0,5.62,6.78,1.26,-0.48,110.85,0
668,2015,39,0,0,0,0,27.1,13.74,29.92,0,3.74,4.54,-2.4,1.62,-55.98,0
669,2015,40,4.72,4.72,0,0,27.67,13.59,13.43,0,4.77,5.81,2.39,-1.59,123.63,1
670,2015,41,1.79,1.79,0,0,27.94,12.01,16.62,0,3.92,4.77,-1.02,0.82,-51.2,0
671,2015,42,0.92,0.92,0,0,27.54,12.74,13.63,0,3.23,3.96,-0.42,0.42,-45,0
672,2015,43,8.24,8.24,0,0,28.01,12.21,11.74,0,4.33,5.3,2.01,-1.29,122.69,1
673,2015,44,7.24,7.24,0,0,28.14,11.07,8.37,0,5.61,6.82,1.8,-0.16,95.08,0
674,2015,45,6.41,6.41,0,0,28.41,10.63,7.56,0,5.49,6.78,1.13,-0.09,94.55,2
675,2015,46,3.86,3.86,0,0,27.19,9.71,8.81,0,6.43,7.96,-0.64,2.49,-14.41,0
676,2015,47,1.18,1.18,0,0,27.46,9,8.81,0,3.17,4.1,-1.63,1.93,-40.18,2
677,2015,48,16.15,16.15,0,0,27.8,9.52,3.5,0,7.01,8.76,4.99,-2.93,120.42,5
678,2015,49,16.01,16.01,0,0,26.27,9.87,3.47,0,8.91,10.99,7.12,-3.75,117.78,1
679,2015,50,5.34,5.42,0.08,0,27.26,8.76,4.71,0,6.38,7.92,0.62,-0.07,96.44,3
680,2015,51,4.04,4.11,0.06,0,27.85,8.69,3.91,0,6.42,7.91,1.64,-0.3,100.37,1
681,2015,52,1.61,1.61,0,0,26.9,8,6.09,0,4.23,5.47,1.5,0.83,61.04,2
682,2015,53,4,4.03,0.04,0,26.62,7.81,3.77,0,2.66,3.58,0.9,0.12,82.41,NA
683,2016,1,0.52,0.92,0.4,0,26.74,6.85,5.79,0,2.74,3.63,-1.56,1.55,-45.18,7
684,2016,2,9.01,9.01,0,0,28.06,7.91,5.18,0,4.95,6.09,3.11,-1.24,111.74,8
685,2016,3,8.46,8.46,0,0,27.77,8.95,4.78,0,6.48,7.88,3.83,-1.34,109.28,3
686,2016,4,11.1,11.1,0,0,26.61,8.57,5.46,0,6.11,7.47,4.24,-2.69,122.39,3
687,2016,5,6.49,6.49,0,0,25.92,8.09,6.99,0,5.56,6.83,3.64,-1.47,111.99,2
688,2016,6,5.43,5.43,0,0,26.03,8.26,9.13,0,3.95,4.91,1.83,-1.15,122.15,4
689,2016,7,7.62,7.62,0,0,26.27,8.67,9.07,0,5.73,7.02,4.07,-2.38,120.32,4
690,2016,8,1.47,1.47,0,0,25.47,8.2,15.93,0,2.88,3.6,0.49,-0.08,99.27,3
691,2016,9,14.18,14.18,0,0,26.06,8.92,11.96,0,7.91,9.7,6.23,-3.78,121.25,5
692,2016,10,12.84,12.84,0,0,24.83,9.12,12.57,0,7.58,9.29,5.24,-4.22,128.85,2
693,2016,11,2.84,2.84,0,0,25.85,8.78,22.18,0,4.47,5.53,0.88,-0.39,113.9,2
694,2016,12,4.21,4.21,0,0,26.25,9.22,20.46,0,4.24,5.26,2.58,-1.44,119.17,0
695,2016,13,0.23,0.23,0,0,26.15,10.18,37.4,0,3.5,4.27,-1.6,1.28,-51.34,1
696,2016,14,0.89,0.89,0,0,26.57,10.28,33.56,0,4.61,5.61,0.35,-0.26,126.61,1
697,2016,15,1.21,1.21,0,0,26.75,10.35,29.4,0,6.12,7.35,3.75,-3.26,131,1
698,2016,16,1.16,1.16,0,0,25.26,12.38,33.07,0,3.36,4.05,-0.26,-0.05,-100.89,1
699,2016,17,0.29,0.29,0,0,25.91,12.09,45.93,0,5.07,6.13,-2.56,1.22,-64.52,2
700,2016,18,0.64,0.64,0,0,25.85,13.75,48.99,0,5.03,6,-3.44,2.22,-57.16,3
701,2016,19,0.02,0.02,0,0,26.81,13.76,53.36,0,3.95,4.84,-2.49,1.62,-56.95,4
702,2016,20,0.78,0.78,0,0,25.87,14.49,44.83,0,4.25,5.13,-0.37,-0.07,-100.71,1
703,2016,21,2.61,2.61,0,0,25.46,14.66,43.4,0,4.46,5.5,0.63,-0.09,98.13,1
704,2016,22,0.72,0.72,0,0,23.88,15.64,48.21,0,4.08,4.96,-0.02,-0.27,-175.76,2
705,2016,23,0.96,0.96,0,0,24.11,16.71,50.14,0,4.46,5.46,-0.95,0.84,-48.52,0
706,2016,24,3.85,3.85,0,0,25.31,15.86,44.9,0,3.81,4.84,0.1,-0.05,116.57,2
707,2016,25,2.96,2.96,0,0,25.6,15.42,43.48,0,3.96,4.83,1.1,-0.86,128.02,0
708,2016,26,0.3,0.3,0,0,24.52,16.97,56.61,0,4.39,5.22,-0.02,-0.28,-175.91,0
709,2016,27,2.78,2.78,0,0,25.34,16.6,44.95,0,5.71,6.9,1.03,-0.9,131.15,3
710,2016,28,0.95,0.95,0,0,24.8,16.67,48.81,0,4.2,5.05,-0.8,0.53,-56.48,1
711,2016,29,0.45,0.45,0,0,24.45,17.98,52.24,0,3.39,4.14,0.55,-0.11,101.31,1
712,2016,30,0,0,0,0,24.1,19.68,56.51,0,5.7,6.82,-3.03,2.89,-46.35,0
713,2016,31,1.29,1.29,0,0,25.73,18.09,43.4,0,3.39,4.14,-1.26,0.78,-58.24,0
714,2016,32,0.62,0.62,0,0,26.42,18.03,41.12,0,3.88,4.61,-2.21,1.34,-58.77,0
715,2016,33,0,0,0,0,26.51,19.19,50.1,0,5.57,6.54,-3.97,2.81,-54.71,0
716,2016,34,0.09,0.09,0,0,27.22,17.77,45.69,0,4.74,5.71,-3.11,2.31,-53.4,0
717,2016,35,3.6,3.6,0,0,27.66,14.78,27.86,0,4.67,5.66,3.04,-2.08,124.38,1
718,2016,36,1.11,1.11,0,0,27.17,14.44,29.91,0,3.86,4.67,0.56,-0.6,136.97,0
719,2016,37,2,2,0,0,26.97,15.79,32.01,0,4.44,5.3,-1.4,0.94,-56.12,0
720,2016,38,3.2,3.2,0,0,28.03,13.86,25.72,0,4.78,5.81,0.37,0.11,73.44,1
721,2016,39,1.78,1.78,0,0,27.81,14,22.66,0,4.69,5.66,-1.31,1.3,-45.22,0
722,2016,40,14.46,14.46,0,0,28.05,12.35,16.64,0,5.57,6.82,2.41,-1.06,113.74,2
723,2016,41,17.42,17.42,0,0,27.33,11.7,16.02,0,5.68,7,1.72,-0.41,103.41,0
724,2016,42,6.81,6.81,0,0,27.23,11.19,8.13,0,6.79,8.32,5.45,-2.99,118.75,1
725,2016,43,6.56,6.56,0,0,26.68,11.24,5.62,0,5.86,7.22,4.07,-1.87,114.68,0
726,2016,44,13.08,13.08,0,0,25.56,10.91,5.34,0,7.65,9.28,5.3,-3.28,121.75,1
727,2016,45,6.77,6.77,0,0,24.66,11.16,6.25,0,6.43,7.84,4.71,-3.05,122.93,0
728,2016,46,6.68,6.68,0,0.14,25.42,10.39,4.87,0.14,5.25,6.53,3.73,-1.34,109.76,5
729,2016,47,14.58,14.58,0,1,25.35,10.13,4.2,1,7.44,9.17,4.56,-3.2,125.06,1
730,2016,48,4.72,4.72,0,0.57,24.95,9.24,4.11,0.57,6.54,7.98,2.51,0.09,87.95,1
731,2016,49,2.46,4.42,1.96,0.71,25.09,8.15,5.35,0.71,5.58,7.23,1.49,0.94,57.75,2
732,2016,50,1.04,1.76,0.73,1,25.48,7.55,6.31,1,4.33,5.63,-0.34,1.3,-14.66,2
733,2016,51,5.5,5.56,0.06,1,25.38,8.2,5.01,1,7.28,8.96,3.38,-1.42,112.79,5
734,2016,52,2.96,2.98,0.03,0.78,26.55,7.44,4.66,0.78,5.32,6.72,2.22,-0.38,99.71,6
735,2017,1,0.11,0.17,0.06,0.88,26.83,7.04,7.25,0.88,5.26,6.76,1.14,0.78,55.62,7
736,2017,2,1.27,1.54,0.27,1,27.17,7.24,6.96,1,3.51,4.57,-0.34,0.4,-40.36,1
737,2017,3,9.14,9.14,0,1,26.45,7.84,5.66,1,6.92,8.5,5.19,-2.74,117.83,12
738,2017,4,0.61,0.61,0,1,26.53,7.81,7.63,1,4.44,5.41,2.53,-1.25,116.29,5
